U, C_V, P, R
0.507178, 0.784762, 0.629145, 0.507178
0.507101, 0.784701, 0.629067, 0.507101
0.507022, 0.784640, 0.628989, 0.507022
0.506942, 0.784580, 0.628912, 0.506942
0.506862, 0.784519, 0.628834, 0.506862
0.506780, 0.784458, 0.628756, 0.506780
0.506699, 0.784398, 0.628677, 0.506699
0.506620, 0.784337, 0.628599, 0.506620
0.506540, 0.784277, 0.628520, 0.506540
0.506462, 0.784216, 0.628441, 0.506462
0.506383, 0.784155, 0.628363, 0.506383
0.506300, 0.784095, 0.628284, 0.506300
0.506219, 0.784034, 0.628205, 0.506219
0.506139, 0.783973, 0.628127, 0.506139
0.506058, 0.783913, 0.628048, 0.506058
0.505977, 0.783852, 0.627970, 0.505977
0.505896, 0.783792, 0.627891, 0.505896
0.505816, 0.783731, 0.627812, 0.505816
0.505735, 0.783670, 0.627733, 0.505735
0.505655, 0.783610, 0.627655, 0.505655
0.505574, 0.783549, 0.627577, 0.505574
0.505492, 0.783488, 0.627499, 0.505492
0.505410, 0.783428, 0.627421, 0.505410
0.505327, 0.783367, 0.627343, 0.505327
0.505245, 0.783306, 0.627266, 0.505245
0.505162, 0.783246, 0.627189, 0.505162
0.505080, 0.783185, 0.627112, 0.505080
0.505000, 0.783125, 0.627036, 0.505000
0.504921, 0.783064, 0.626959, 0.504921
0.504842, 0.783003, 0.626883, 0.504842
0.504764, 0.782943, 0.626807, 0.504764
0.504686, 0.782882, 0.626731, 0.504686
0.504606, 0.782821, 0.626654, 0.504606
0.504527, 0.782761, 0.626578, 0.504527
0.504448, 0.782700, 0.626502, 0.504448
0.504369, 0.782639, 0.626426, 0.504369
0.504290, 0.782579, 0.626351, 0.504290
0.504211, 0.782518, 0.626276, 0.504211
0.504133, 0.782458, 0.626202, 0.504133
0.504055, 0.782397, 0.626127, 0.504055
0.503978, 0.782336, 0.626053, 0.503978
0.503900, 0.782276, 0.625980, 0.503900
0.503823, 0.782215, 0.625907, 0.503823
0.503745, 0.782154, 0.625833, 0.503745
0.503666, 0.782094, 0.625759, 0.503666
0.503587, 0.782033, 0.625685, 0.503587
0.503508, 0.781972, 0.625611, 0.503508
0.503431, 0.781912, 0.625537, 0.503431
0.503352, 0.781851, 0.625463, 0.503352
0.503271, 0.781790, 0.625389, 0.503271
0.503192, 0.781730, 0.625315, 0.503192
0.503112, 0.781669, 0.625241, 0.503112
0.503032, 0.781608, 0.625167, 0.503032
0.502953, 0.781548, 0.625093, 0.502953
0.502873, 0.781487, 0.625020, 0.502873
0.502794, 0.781426, 0.624946, 0.502794
0.502714, 0.781366, 0.624873, 0.502714
0.502636, 0.781305, 0.624800, 0.502636
0.502558, 0.781244, 0.624726, 0.502558
0.502479, 0.781183, 0.624652, 0.502479
0.502400, 0.781123, 0.624577, 0.502400
0.502319, 0.781062, 0.624503, 0.502319
0.502237, 0.781001, 0.624428, 0.502237
0.502155, 0.780941, 0.624354, 0.502155
0.502072, 0.780880, 0.624279, 0.502072
0.501990, 0.780819, 0.624204, 0.501990
0.501908, 0.780758, 0.624130, 0.501908
0.501826, 0.780698, 0.624056, 0.501826
0.501744, 0.780637, 0.623982, 0.501744
0.501662, 0.780576, 0.623909, 0.501662
0.501581, 0.780515, 0.623836, 0.501581
0.501499, 0.780455, 0.623762, 0.501499
0.501415, 0.780394, 0.623689, 0.501415
0.501332, 0.780333, 0.623616, 0.501332
0.501249, 0.780272, 0.623544, 0.501249
0.501167, 0.780211, 0.623471, 0.501167
0.501084, 0.780151, 0.623399, 0.501084
0.501000, 0.780090, 0.623327, 0.501000
0.500915, 0.780029, 0.623254, 0.500915
0.500831, 0.779968, 0.623182, 0.500831
0.500746, 0.779907, 0.623111, 0.500746
0.500659, 0.779846, 0.623039, 0.500659
0.500573, 0.779786, 0.622967, 0.500573
0.500486, 0.779725, 0.622895, 0.500486
0.500399, 0.779664, 0.622823, 0.500399
0.500312, 0.779603, 0.622751, 0.500312
0.500225, 0.779542, 0.622679, 0.500225
0.500140, 0.779481, 0.622607, 0.500140
0.500055, 0.779420, 0.622536, 0.500055
0.499969, 0.779359, 0.622464, 0.499969
0.499882, 0.779298, 0.622392, 0.499882
0.499792, 0.779238, 0.622319, 0.499792
0.499703, 0.779177, 0.622247, 0.499703
0.499615, 0.779116, 0.622175, 0.499615
0.499528, 0.779055, 0.622103, 0.499528
0.499443, 0.778994, 0.622032, 0.499443
0.499359, 0.778933, 0.621961, 0.499359
0.499276, 0.778872, 0.621890, 0.499276
0.499194, 0.778811, 0.621820, 0.499194
0.499112, 0.778750, 0.621750, 0.499112
0.499031, 0.778689, 0.621679, 0.499031
0.498949, 0.778628, 0.621609, 0.498949
0.498867, 0.778567, 0.621537, 0.498867
0.498786, 0.778506, 0.621466, 0.498786
0.498703, 0.778445, 0.621394, 0.498703
0.498621, 0.778384, 0.621324, 0.498621
0.498538, 0.778323, 0.621253, 0.498538
0.498454, 0.778262, 0.621182, 0.498454
0.498370, 0.778201, 0.621111, 0.498370
0.498286, 0.778140, 0.621040, 0.498286
0.498202, 0.778079, 0.620968, 0.498202
0.498119, 0.778018, 0.620896, 0.498119
0.498037, 0.777956, 0.620825, 0.498037
0.497954, 0.777895, 0.620753, 0.497954
0.497872, 0.777834, 0.620682, 0.497872
0.497790, 0.777773, 0.620610, 0.497790
0.497707, 0.777712, 0.620539, 0.497707
0.497624, 0.777651, 0.620468, 0.497624
0.497541, 0.777590, 0.620397, 0.497541
0.497459, 0.777529, 0.620325, 0.497459
0.497378, 0.777468, 0.620254, 0.497378
0.497295, 0.777406, 0.620182, 0.497295
0.497213, 0.777345, 0.620110, 0.497213
0.497131, 0.777284, 0.620038, 0.497131
0.497048, 0.777223, 0.619967, 0.497048
0.496966, 0.777162, 0.619895, 0.496966
0.496883, 0.777101, 0.619823, 0.496883
0.496801, 0.777039, 0.619751, 0.496801
0.496715, 0.776978, 0.619680, 0.496715
0.496629, 0.776917, 0.619608, 0.496629
0.496543, 0.776856, 0.619535, 0.496543
0.496456, 0.776794, 0.619463, 0.496456
0.496369, 0.776733, 0.619389, 0.496369
0.496281, 0.776672, 0.619316, 0.496281
0.496193, 0.776611, 0.619243, 0.496193
0.496105, 0.776549, 0.619170, 0.496105
0.496016, 0.776488, 0.619096, 0.496016
0.495926, 0.776427, 0.619023, 0.495926
0.495838, 0.776366, 0.618950, 0.495838
0.495749, 0.776304, 0.618878, 0.495749
0.495659, 0.776243, 0.618805, 0.495659
0.495570, 0.776182, 0.618731, 0.495570
0.495483, 0.776121, 0.618658, 0.495483
0.495398, 0.776059, 0.618584, 0.495398
0.495312, 0.775998, 0.618511, 0.495312
0.495226, 0.775937, 0.618438, 0.495226
0.495141, 0.775875, 0.618364, 0.495141
0.495057, 0.775814, 0.618291, 0.495057
0.494974, 0.775753, 0.618218, 0.494974
0.494889, 0.775691, 0.618145, 0.494889
0.494803, 0.775630, 0.618071, 0.494803
0.494716, 0.775568, 0.617998, 0.494716
0.494630, 0.775507, 0.617925, 0.494630
0.494543, 0.775446, 0.617852, 0.494543
0.494456, 0.775384, 0.617778, 0.494456
0.494368, 0.775323, 0.617705, 0.494368
0.494282, 0.775261, 0.617633, 0.494282
0.494197, 0.775200, 0.617561, 0.494197
0.494112, 0.775139, 0.617489, 0.494112
0.494025, 0.775077, 0.617416, 0.494025
0.493938, 0.775016, 0.617343, 0.493938
0.493851, 0.774954, 0.617270, 0.493851
0.493764, 0.774893, 0.617197, 0.493764
0.493680, 0.774831, 0.617124, 0.493680
0.493594, 0.774770, 0.617052, 0.493594
0.493508, 0.774708, 0.616979, 0.493508
0.493422, 0.774647, 0.616907, 0.493422
0.493337, 0.774585, 0.616835, 0.493337
0.493253, 0.774524, 0.616764, 0.493253
0.493168, 0.774462, 0.616693, 0.493168
0.493083, 0.774401, 0.616622, 0.493083
0.492997, 0.774339, 0.616551, 0.492997
0.492911, 0.774278, 0.616482, 0.492911
0.492824, 0.774216, 0.616412, 0.492824
0.492738, 0.774155, 0.616342, 0.492738
0.492650, 0.774093, 0.616272, 0.492650
0.492562, 0.774032, 0.616202, 0.492562
0.492474, 0.773970, 0.616132, 0.492474
0.492387, 0.773909, 0.616061, 0.492387
0.492301, 0.773847, 0.615992, 0.492301
0.492215, 0.773786, 0.615922, 0.492215
0.492128, 0.773724, 0.615852, 0.492128
0.492044, 0.773663, 0.615783, 0.492044
0.491959, 0.773601, 0.615713, 0.491959
0.491876, 0.773539, 0.615644, 0.491876
0.491792, 0.773478, 0.615575, 0.491792
0.491708, 0.773416, 0.615507, 0.491708
0.491626, 0.773355, 0.615438, 0.491626
0.491544, 0.773293, 0.615370, 0.491544
0.491464, 0.773232, 0.615302, 0.491464
0.491384, 0.773170, 0.615233, 0.491384
0.491305, 0.773109, 0.615165, 0.491305
0.491226, 0.773047, 0.615097, 0.491226
0.491148, 0.772985, 0.615029, 0.491148
0.491072, 0.772924, 0.614960, 0.491072
0.490997, 0.772862, 0.614893, 0.490997
0.490922, 0.772801, 0.614825, 0.490922
0.490846, 0.772739, 0.614759, 0.490846
0.490770, 0.772678, 0.614691, 0.490770
0.490693, 0.772616, 0.614625, 0.490693
0.490616, 0.772555, 0.614559, 0.490616
0.490537, 0.772493, 0.614492, 0.490537
0.490458, 0.772431, 0.614426, 0.490458
0.490380, 0.772370, 0.614359, 0.490380
0.490303, 0.772308, 0.614292, 0.490303
0.490225, 0.772247, 0.614225, 0.490225
0.490145, 0.772185, 0.614158, 0.490145
0.490065, 0.772124, 0.614091, 0.490065
0.489985, 0.772062, 0.614024, 0.489985
0.489905, 0.772000, 0.613957, 0.489905
0.489825, 0.771939, 0.613890, 0.489825
0.489746, 0.771877, 0.613824, 0.489746
0.489667, 0.771816, 0.613757, 0.489667
0.489590, 0.771754, 0.613690, 0.489590
0.489513, 0.771692, 0.613623, 0.489513
0.489436, 0.771631, 0.613557, 0.489436
0.489357, 0.771569, 0.613490, 0.489357
0.489279, 0.771508, 0.613423, 0.489279
0.489202, 0.771446, 0.613356, 0.489202
0.489123, 0.771384, 0.613288, 0.489123
0.489044, 0.771323, 0.613221, 0.489044
0.488967, 0.771261, 0.613154, 0.488967
0.488889, 0.771199, 0.613087, 0.488889
0.488812, 0.771138, 0.613020, 0.488812
0.488734, 0.771076, 0.612953, 0.488734
0.488657, 0.771015, 0.612887, 0.488657
0.488581, 0.770953, 0.612820, 0.488581
0.488509, 0.770891, 0.612755, 0.488509
0.488437, 0.770830, 0.612689, 0.488437
0.488364, 0.770768, 0.612624, 0.488364
0.488295, 0.770706, 0.612558, 0.488295
0.488226, 0.770645, 0.612492, 0.488226
0.488157, 0.770583, 0.612426, 0.488157
0.488088, 0.770521, 0.612360, 0.488088
0.488020, 0.770459, 0.612294, 0.488020
0.487951, 0.770398, 0.612227, 0.487951
0.487882, 0.770336, 0.612161, 0.487882
0.487814, 0.770274, 0.612094, 0.487814
0.487745, 0.770213, 0.612028, 0.487745
0.487673, 0.770151, 0.611960, 0.487673
0.487603, 0.770089, 0.611893, 0.487603
0.487534, 0.770028, 0.611827, 0.487534
0.487465, 0.769966, 0.611760, 0.487465
0.487395, 0.769904, 0.611693, 0.487395
0.487325, 0.769842, 0.611625, 0.487325
0.487253, 0.769781, 0.611557, 0.487253
0.487182, 0.769719, 0.611489, 0.487182
0.487109, 0.769657, 0.611421, 0.487109
0.487039, 0.769595, 0.611354, 0.487039
0.486971, 0.769534, 0.611287, 0.486971
0.486903, 0.769472, 0.611220, 0.486903
0.486834, 0.769410, 0.611153, 0.486834
0.486763, 0.769348, 0.611086, 0.486763
0.486693, 0.769286, 0.611018, 0.486693
0.486623, 0.769225, 0.610951, 0.486623
0.486552, 0.769163, 0.610883, 0.486552
0.486480, 0.769101, 0.610814, 0.486480
0.486407, 0.769039, 0.610745, 0.486407
0.486334, 0.768977, 0.610676, 0.486334
0.486259, 0.768916, 0.610606, 0.486259
0.486184, 0.768854, 0.610537, 0.486184
0.486110, 0.768792, 0.610466, 0.486110
0.486034, 0.768730, 0.610396, 0.486034
0.485959, 0.768668, 0.610326, 0.485959
0.485883, 0.768606, 0.610256, 0.485883
0.485808, 0.768544, 0.610186, 0.485808
0.485731, 0.768483, 0.610115, 0.485731
0.485654, 0.768421, 0.610045, 0.485654
0.485577, 0.768359, 0.609975, 0.485577
0.485500, 0.768297, 0.609904, 0.485500
0.485421, 0.768235, 0.609833, 0.485421
0.485342, 0.768173, 0.609762, 0.485342
0.485264, 0.768111, 0.609691, 0.485264
0.485186, 0.768049, 0.609619, 0.485186
0.485108, 0.767987, 0.609548, 0.485108
0.485029, 0.767925, 0.609476, 0.485029
0.484951, 0.767863, 0.609405, 0.484951
0.484874, 0.767801, 0.609334, 0.484874
0.484795, 0.767740, 0.609262, 0.484795
0.484719, 0.767678, 0.609192, 0.484719
0.484644, 0.767616, 0.609121, 0.484644
0.484569, 0.767554, 0.609051, 0.484569
0.484495, 0.767492, 0.608980, 0.484495
0.484420, 0.767430, 0.608910, 0.484420
0.484344, 0.767368, 0.608839, 0.484344
0.484270, 0.767306, 0.608770, 0.484270
0.484197, 0.767244, 0.608700, 0.484197
0.484122, 0.767182, 0.608630, 0.484122
0.484045, 0.767120, 0.608561, 0.484045
0.483968, 0.767058, 0.608491, 0.483968
0.483893, 0.766996, 0.608421, 0.483893
0.483816, 0.766934, 0.608351, 0.483816
0.483738, 0.766872, 0.608281, 0.483738
0.483661, 0.766810, 0.608211, 0.483661
0.483583, 0.766748, 0.608140, 0.483583
0.483505, 0.766686, 0.608069, 0.483505
0.483426, 0.766623, 0.607998, 0.483426
0.483348, 0.766561, 0.607927, 0.483348
0.483270, 0.766499, 0.607856, 0.483270
0.483193, 0.766437, 0.607786, 0.483193
0.483117, 0.766375, 0.607716, 0.483117
0.483040, 0.766313, 0.607645, 0.483040
0.482962, 0.766251, 0.607575, 0.482962
0.482884, 0.766189, 0.607504, 0.482884
0.482806, 0.766127, 0.607434, 0.482806
0.482728, 0.766065, 0.607363, 0.482728
0.482649, 0.766003, 0.607293, 0.482649
0.482571, 0.765941, 0.607222, 0.482571
0.482494, 0.765878, 0.607152, 0.482494
0.482416, 0.765816, 0.607082, 0.482416
0.482337, 0.765754, 0.607013, 0.482337
0.482260, 0.765692, 0.606944, 0.482260
0.482183, 0.765630, 0.606875, 0.482183
0.482105, 0.765568, 0.606805, 0.482105
0.482024, 0.765506, 0.606736, 0.482024
0.481944, 0.765443, 0.606666, 0.481944
0.481865, 0.765381, 0.606596, 0.481865
0.481785, 0.765319, 0.606525, 0.481785
0.481704, 0.765257, 0.606455, 0.481704
0.481624, 0.765195, 0.606386, 0.481624
0.481544, 0.765133, 0.606317, 0.481544
0.481463, 0.765070, 0.606248, 0.481463
0.481382, 0.765008, 0.606179, 0.481382
0.481301, 0.764946, 0.606110, 0.481301
0.481222, 0.764884, 0.606041, 0.481222
0.481142, 0.764821, 0.605972, 0.481142
0.481063, 0.764759, 0.605903, 0.481063
0.480984, 0.764697, 0.605833, 0.480984
0.480903, 0.764635, 0.605764, 0.480903
0.480823, 0.764572, 0.605694, 0.480823
0.480743, 0.764510, 0.605625, 0.480743
0.480662, 0.764448, 0.605555, 0.480662
0.480581, 0.764386, 0.605486, 0.480581
0.480499, 0.764323, 0.605416, 0.480499
0.480418, 0.764261, 0.605346, 0.480418
0.480338, 0.764199, 0.605276, 0.480338
0.480258, 0.764136, 0.605207, 0.480258
0.480176, 0.764074, 0.605136, 0.480176
0.480095, 0.764012, 0.605066, 0.480095
0.480014, 0.763949, 0.604996, 0.480014
0.479932, 0.763887, 0.604925, 0.479932
0.479851, 0.763825, 0.604856, 0.479851
0.479769, 0.763762, 0.604786, 0.479769
0.479687, 0.763700, 0.604715, 0.479687
0.479607, 0.763638, 0.604645, 0.479607
0.479527, 0.763575, 0.604575, 0.479527
0.479445, 0.763513, 0.604505, 0.479445
0.479363, 0.763450, 0.604434, 0.479363
0.479280, 0.763388, 0.604364, 0.479280
0.479198, 0.763325, 0.604294, 0.479198
0.479117, 0.763263, 0.604224, 0.479117
0.479036, 0.763201, 0.604154, 0.479036
0.478953, 0.763138, 0.604084, 0.478953
0.478869, 0.763076, 0.604014, 0.478869
0.478786, 0.763013, 0.603944, 0.478786
0.478704, 0.762951, 0.603875, 0.478704
0.478623, 0.762888, 0.603805, 0.478623
0.478542, 0.762826, 0.603736, 0.478542
0.478461, 0.762763, 0.603667, 0.478461
0.478380, 0.762701, 0.603599, 0.478380
0.478300, 0.762638, 0.603531, 0.478300
0.478219, 0.762576, 0.603463, 0.478219
0.478140, 0.762513, 0.603395, 0.478140
0.478059, 0.762450, 0.603327, 0.478059
0.477976, 0.762388, 0.603258, 0.477976
0.477896, 0.762325, 0.603190, 0.477896
0.477816, 0.762263, 0.603123, 0.477816
0.477735, 0.762200, 0.603054, 0.477735
0.477653, 0.762138, 0.602986, 0.477653
0.477573, 0.762075, 0.602918, 0.477573
0.477493, 0.762012, 0.602849, 0.477493
0.477412, 0.761950, 0.602780, 0.477412
0.477331, 0.761887, 0.602711, 0.477331
0.477251, 0.761824, 0.602642, 0.477251
0.477170, 0.761762, 0.602573, 0.477170
0.477086, 0.761699, 0.602504, 0.477086
0.477004, 0.761636, 0.602436, 0.477004
0.476921, 0.761574, 0.602366, 0.476921
0.476837, 0.761511, 0.602297, 0.476837
0.476753, 0.761448, 0.602226, 0.476753
0.476667, 0.761386, 0.602156, 0.476667
0.476582, 0.761323, 0.602085, 0.476582
0.476497, 0.761260, 0.602015, 0.476497
0.476411, 0.761197, 0.601944, 0.476411
0.476326, 0.761135, 0.601873, 0.476326
0.476241, 0.761072, 0.601802, 0.476241
0.476155, 0.761009, 0.601732, 0.476155
0.476068, 0.760946, 0.601661, 0.476068
0.475981, 0.760884, 0.601591, 0.475981
0.475893, 0.760821, 0.601520, 0.475893
0.475805, 0.760758, 0.601448, 0.475805
0.475716, 0.760695, 0.601377, 0.475716
0.475627, 0.760633, 0.601306, 0.475627
0.475538, 0.760570, 0.601234, 0.475538
0.475449, 0.760507, 0.601162, 0.475449
0.475361, 0.760444, 0.601089, 0.475361
0.475274, 0.760381, 0.601017, 0.475274
0.475186, 0.760318, 0.600944, 0.475186
0.475098, 0.760256, 0.600872, 0.475098
0.475010, 0.760193, 0.600800, 0.475010
0.474922, 0.760130, 0.600728, 0.474922
0.474834, 0.760067, 0.600655, 0.474834
0.474748, 0.760004, 0.600583, 0.474748
0.474662, 0.759941, 0.600510, 0.474662
0.474576, 0.759878, 0.600438, 0.474576
0.474491, 0.759815, 0.600365, 0.474491
0.474408, 0.759752, 0.600292, 0.474408
0.474322, 0.759689, 0.600220, 0.474322
0.474235, 0.759626, 0.600147, 0.474235
0.474149, 0.759564, 0.600074, 0.474149
0.474061, 0.759501, 0.600000, 0.474061
0.473973, 0.759438, 0.599927, 0.473973
0.473887, 0.759375, 0.599854, 0.473887
0.473799, 0.759312, 0.599780, 0.473799
0.473712, 0.759249, 0.599706, 0.473712
0.473624, 0.759186, 0.599632, 0.473624
0.473538, 0.759123, 0.599559, 0.473538
0.473453, 0.759060, 0.599486, 0.473453
0.473369, 0.758997, 0.599414, 0.473369
0.473286, 0.758934, 0.599342, 0.473286
0.473203, 0.758871, 0.599270, 0.473203
0.473119, 0.758808, 0.599197, 0.473119
0.473036, 0.758745, 0.599125, 0.473036
0.472952, 0.758682, 0.599054, 0.472952
0.472867, 0.758619, 0.598982, 0.472867
0.472782, 0.758556, 0.598910, 0.472782
0.472698, 0.758493, 0.598839, 0.472698
0.472614, 0.758430, 0.598769, 0.472614
0.472531, 0.758367, 0.598699, 0.472531
0.472448, 0.758304, 0.598628, 0.472448
0.472364, 0.758241, 0.598558, 0.472364
0.472280, 0.758178, 0.598488, 0.472280
0.472196, 0.758114, 0.598417, 0.472196
0.472111, 0.758051, 0.598346, 0.472111
0.472025, 0.757988, 0.598276, 0.472025
0.471940, 0.757925, 0.598206, 0.471940
0.471854, 0.757862, 0.598136, 0.471854
0.471769, 0.757799, 0.598065, 0.471769
0.471684, 0.757736, 0.597995, 0.471684
0.471596, 0.757673, 0.597925, 0.471596
0.471511, 0.757610, 0.597855, 0.471511
0.471424, 0.757547, 0.597786, 0.471424
0.471335, 0.757484, 0.597716, 0.471335
0.471246, 0.757421, 0.597646, 0.471246
0.471159, 0.757357, 0.597576, 0.471159
0.471073, 0.757294, 0.597507, 0.471073
0.470987, 0.757231, 0.597437, 0.470987
0.470898, 0.757168, 0.597367, 0.470898
0.470811, 0.757105, 0.597297, 0.470811
0.470723, 0.757042, 0.597226, 0.470723
0.470635, 0.756979, 0.597155, 0.470635
0.470549, 0.756915, 0.597085, 0.470549
0.470463, 0.756852, 0.597015, 0.470463
0.470376, 0.756789, 0.596944, 0.470376
0.470290, 0.756726, 0.596874, 0.470290
0.470204, 0.756663, 0.596803, 0.470204
0.470119, 0.756599, 0.596733, 0.470119
0.470034, 0.756536, 0.596662, 0.470034
0.469950, 0.756473, 0.596592, 0.469950
0.469865, 0.756410, 0.596522, 0.469865
0.469779, 0.756347, 0.596451, 0.469779
0.469694, 0.756283, 0.596381, 0.469694
0.469610, 0.756220, 0.596312, 0.469610
0.469526, 0.756157, 0.596242, 0.469526
0.469444, 0.756094, 0.596174, 0.469444
0.469362, 0.756030, 0.596105, 0.469362
0.469280, 0.755967, 0.596037, 0.469280
0.469196, 0.755904, 0.595968, 0.469196
0.469114, 0.755840, 0.595899, 0.469114
0.469033, 0.755777, 0.595830, 0.469033
0.468951, 0.755714, 0.595761, 0.468951
0.468868, 0.755650, 0.595691, 0.468868
0.468784, 0.755587, 0.595621, 0.468784
0.468701, 0.755524, 0.595551, 0.468701
0.468618, 0.755460, 0.595481, 0.468618
0.468536, 0.755397, 0.595411, 0.468536
0.468454, 0.755334, 0.595340, 0.468454
0.468371, 0.755270, 0.595270, 0.468371
0.468288, 0.755207, 0.595200, 0.468288
0.468204, 0.755144, 0.595130, 0.468204
0.468120, 0.755080, 0.595061, 0.468120
0.468038, 0.755017, 0.594990, 0.468038
0.467956, 0.754953, 0.594920, 0.467956
0.467872, 0.754890, 0.594850, 0.467872
0.467787, 0.754827, 0.594780, 0.467787
0.467702, 0.754763, 0.594709, 0.467702
0.467615, 0.754700, 0.594638, 0.467615
0.467528, 0.754636, 0.594566, 0.467528
0.467440, 0.754573, 0.594495, 0.467440
0.467353, 0.754509, 0.594423, 0.467353
0.467267, 0.754446, 0.594352, 0.467267
0.467181, 0.754382, 0.594281, 0.467181
0.467093, 0.754319, 0.594210, 0.467093
0.467007, 0.754255, 0.594140, 0.467007
0.466920, 0.754192, 0.594069, 0.466920
0.466834, 0.754128, 0.593998, 0.466834
0.466748, 0.754065, 0.593927, 0.466748
0.466662, 0.754001, 0.593855, 0.466662
0.466576, 0.753938, 0.593784, 0.466576
0.466489, 0.753874, 0.593713, 0.466489
0.466402, 0.753811, 0.593641, 0.466402
0.466314, 0.753747, 0.593569, 0.466314
0.466226, 0.753684, 0.593497, 0.466226
0.466136, 0.753620, 0.593424, 0.466136
0.466048, 0.753557, 0.593352, 0.466048
0.465959, 0.753493, 0.593280, 0.465959
0.465870, 0.753429, 0.593207, 0.465870
0.465780, 0.753366, 0.593134, 0.465780
0.465690, 0.753302, 0.593061, 0.465690
0.465599, 0.753239, 0.592989, 0.465599
0.465509, 0.753175, 0.592916, 0.465509
0.465419, 0.753112, 0.592844, 0.465419
0.465328, 0.753048, 0.592773, 0.465328
0.465238, 0.752984, 0.592701, 0.465238
0.465148, 0.752921, 0.592629, 0.465148
0.465059, 0.752857, 0.592557, 0.465059
0.464970, 0.752793, 0.592485, 0.464970
0.464883, 0.752730, 0.592413, 0.464883
0.464794, 0.752666, 0.592341, 0.464794
0.464706, 0.752603, 0.592269, 0.464706
0.464615, 0.752539, 0.592197, 0.464615
0.464525, 0.752475, 0.592126, 0.464525
0.464434, 0.752412, 0.592054, 0.464434
0.464345, 0.752348, 0.591983, 0.464345
0.464256, 0.752284, 0.591911, 0.464256
0.464167, 0.752221, 0.591839, 0.464167
0.464079, 0.752157, 0.591768, 0.464079
0.463992, 0.752093, 0.591696, 0.463992
0.463904, 0.752030, 0.591624, 0.463904
0.463816, 0.751966, 0.591552, 0.463816
0.463727, 0.751902, 0.591480, 0.463727
0.463640, 0.751839, 0.591409, 0.463640
0.463553, 0.751775, 0.591337, 0.463553
0.463463, 0.751711, 0.591264, 0.463463
0.463375, 0.751648, 0.591193, 0.463375
0.463285, 0.751584, 0.591120, 0.463285
0.463195, 0.751520, 0.591048, 0.463195
0.463106, 0.751457, 0.590975, 0.463106
0.463017, 0.751393, 0.590902, 0.463017
0.462927, 0.751329, 0.590830, 0.462927
0.462836, 0.751265, 0.590757, 0.462836
0.462743, 0.751202, 0.590683, 0.462743
0.462651, 0.751138, 0.590610, 0.462651
0.462559, 0.751074, 0.590537, 0.462559
0.462466, 0.751010, 0.590463, 0.462466
0.462372, 0.750947, 0.590390, 0.462372
