its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
E_kin, E_pot, E_tot, <T>, T, <P>, P, a
9.219018, -549.516483, -540.297465, 480.966121, 4.025104
9.185279, -549.487233, -540.301954, 480.950221, 4.025104
9.150727, -549.457191, -540.306463, 480.934241, 4.025104
9.115567, -549.426495, -540.310928, 480.918180, 4.025104
9.080012, -549.395407, -540.315395, 480.902039, 4.025104
9.044277, -549.364122, -540.319845, 480.885815, 4.025104
9.008573, -549.332765, -540.324192, 480.869509, 4.025104
8.973103, -549.301768, -540.328665, 480.853122, 4.025104
8.938058, -549.271112, -540.333054, 480.836655, 4.025104
8.903620, -549.241084, -540.337465, 480.820110, 4.025104
8.869965, -549.211784, -540.341819, 480.803487, 4.025104
8.837249, -549.183398, -540.346148, 480.786790, 4.025104
8.805612, -549.156113, -540.350500, 480.770021, 4.025104
8.775183, -549.129940, -540.354756, 480.753182, 4.025104
8.746081, -549.105158, -540.359077, 480.736278, 4.025104
8.718415, -549.081759, -540.363344, 480.719311, 4.025104
8.692286, -549.059964, -540.367678, 480.702284, 4.025104
8.667783, -549.039684, -540.371900, 480.685203, 4.025104
8.644991, -549.021175, -540.376184, 480.668070, 4.025104
8.623986, -549.004425, -540.380439, 480.650891, 4.025104
8.604847, -548.989529, -540.384682, 480.633669, 4.025104
8.587654, -548.976560, -540.388906, 480.616410, 4.025104
8.572489, -548.965596, -540.393108, 480.599117, 4.025104
8.559424, -548.956780, -540.397356, 480.581796, 4.025104
8.548520, -548.950088, -540.401568, 480.564452, 4.025104
8.539829, -548.945588, -540.405759, 480.547090, 4.025104
8.533394, -548.943351, -540.409956, 480.529716, 4.025104
8.529259, -548.943446, -540.414187, 480.512335, 4.025104
8.527453, -548.945820, -540.418367, 480.494952, 4.025104
8.527989, -548.950524, -540.422534, 480.477574, 4.025104
8.530865, -548.957617, -540.426753, 480.460204, 4.025104
8.536059, -548.967047, -540.430988, 480.442850, 4.025104
8.543538, -548.978764, -540.435226, 480.425516, 4.025104
8.553254, -548.992666, -540.439412, 480.408208, 4.025104
8.565150, -549.008797, -540.443647, 480.390930, 4.025104
8.579169, -549.026991, -540.447822, 480.373688, 4.025104
8.595255, -549.047372, -540.452117, 480.356487, 4.025104
8.613342, -549.069654, -540.456312, 480.339331, 4.025104
8.633359, -549.093990, -540.460631, 480.322224, 4.025104
8.655234, -549.120074, -540.464840, 480.305172, 4.025104
8.678910, -549.148069, -540.469159, 480.288179, 4.025104
8.704336, -549.177758, -540.473422, 480.271248, 4.025104
8.731461, -549.209201, -540.477740, 480.254383, 4.025104
8.760242, -549.242336, -540.482095, 480.237589, 4.025104
8.790645, -549.277030, -540.486385, 480.220869, 4.025104
8.822645, -549.313385, -540.490741, 480.204227, 4.025104
8.856222, -549.351287, -540.495065, 480.187667, 4.025104
8.891365, -549.390826, -540.499461, 480.171192, 4.025104
8.928058, -549.431958, -540.503900, 480.154806, 4.025104
8.966276, -549.474556, -540.508280, 480.138512, 4.025104
9.005982, -549.518692, -540.512710, 480.122315, 4.025104
9.047124, -549.564348, -540.517224, 480.106217, 4.025104
9.089632, -549.611298, -540.521666, 480.090221, 4.025104
9.133411, -549.659604, -540.526193, 480.074331, 4.025104
9.178334, -549.709055, -540.530720, 480.058549, 4.025104
9.224252, -549.759533, -540.535281, 480.042877, 4.025104
9.270987, -549.810800, -540.539813, 480.027318, 4.025104
9.318327, -549.862770, -540.544443, 480.011873, 4.025104
9.366033, -549.915099, -540.549066, 479.996542, 4.025104
9.413843, -549.967539, -540.553696, 479.981326, 4.025104
9.461468, -550.019857, -540.558389, 479.966224, 4.025104
9.508595, -550.071698, -540.563103, 479.951236, 4.025104
9.554898, -550.122730, -540.567832, 479.936359, 4.025104
9.600036, -550.172604, -540.572568, 479.921590, 4.025104
9.643659, -550.221034, -540.577375, 479.906926, 4.025104
9.685428, -550.267524, -540.582096, 479.892363, 4.025104
9.725015, -550.311932, -540.586917, 479.877895, 4.025104
9.762098, -550.353881, -540.591783, 479.863516, 4.025104
9.796375, -550.392973, -540.596598, 479.849220, 4.025104
9.827567, -550.428997, -540.601430, 479.835000, 4.025104
9.855430, -550.461756, -540.606325, 479.820847, 4.025104
9.879763, -550.490944, -540.611181, 479.806754, 4.025104
9.900413, -550.516503, -540.616090, 479.792712, 4.025104
9.917283, -550.538254, -540.620971, 479.778711, 4.025104
9.930337, -550.556193, -540.625856, 479.764743, 4.025104
9.939606, -550.570320, -540.630714, 479.750799, 4.025104
9.945169, -550.580789, -540.635620, 479.736870, 4.025104
9.947148, -550.587682, -540.640533, 479.722948, 4.025104
9.945718, -550.591128, -540.645410, 479.709025, 4.025104
9.941111, -550.591353, -540.650242, 479.695094, 4.025104
9.933609, -550.588765, -540.655157, 479.681146, 4.025104
9.923520, -550.583528, -540.660008, 479.667178, 4.025104
9.911186, -550.576022, -540.664836, 479.653182, 4.025104
9.896979, -550.566689, -540.669711, 479.639155, 4.025104
9.881290, -550.555844, -540.674554, 479.625094, 4.025104
9.864516, -550.543923, -540.679407, 479.610996, 4.025104
9.847057, -550.531226, -540.684169, 479.596858, 4.025104
9.829314, -550.518283, -540.688969, 479.582682, 4.025104
9.811677, -550.505447, -540.693770, 479.568466, 4.025104
9.794514, -550.493136, -540.698623, 479.554212, 4.025104
9.778174, -550.481556, -540.703382, 479.539921, 4.025104
9.762987, -550.471159, -540.708171, 479.525598, 4.025104
9.749244, -550.462170, -540.712926, 479.511244, 4.025104
9.737194, -550.454907, -540.717713, 479.496865, 4.025104
9.727045, -550.449546, -540.722501, 479.482464, 4.025104
9.718973, -550.446241, -540.727268, 479.468046, 4.025104
9.713103, -550.445140, -540.732038, 479.453616, 4.025104
9.709500, -550.446327, -540.736827, 479.439181, 4.025104
9.708180, -550.449778, -540.741597, 479.424744, 4.025104
9.709113, -550.455495, -540.746382, 479.410312, 4.025104
9.712217, -550.463367, -540.751149, 479.395890, 4.025104
9.717368, -550.473283, -540.755915, 479.381482, 4.025104
9.724401, -550.485137, -540.760736, 479.367092, 4.025104
9.733095, -550.498613, -540.765518, 479.352725, 4.025104
9.743172, -550.513542, -540.770370, 479.338384, 4.025104
9.754304, -550.529486, -540.775181, 479.324072, 4.025104
9.766136, -550.546124, -540.779988, 479.309789, 4.025104
9.778291, -550.563112, -540.784821, 479.295537, 4.025104
9.790376, -550.579985, -540.789608, 479.281315, 4.025104
9.801978, -550.596455, -540.794477, 479.267123, 4.025104
9.812682, -550.612013, -540.799331, 479.252958, 4.025104
9.822099, -550.626288, -540.804189, 479.238818, 4.025104
9.829869, -550.638929, -540.809060, 479.224697, 4.025104
9.835655, -550.649538, -540.813883, 479.210593, 4.025104
9.839162, -550.657913, -540.818752, 479.196499, 4.025104
9.840149, -550.663690, -540.823541, 479.182409, 4.025104
9.838441, -550.666848, -540.828407, 479.168318, 4.025104
9.833929, -550.667159, -540.833230, 479.154218, 4.025104
9.826564, -550.664631, -540.838067, 479.140103, 4.025104
9.816369, -550.659225, -540.842856, 479.125967, 4.025104
9.803464, -550.651156, -540.847692, 479.111802, 4.025104
9.788045, -550.640550, -540.852505, 479.097604, 4.025104
9.770355, -550.627608, -540.857253, 479.083366, 4.025104
9.750703, -550.612706, -540.862004, 479.069084, 4.025104
9.729441, -550.596189, -540.866748, 479.054755, 4.025104
9.706961, -550.578474, -540.871512, 479.040376, 4.025104
9.683678, -550.559930, -540.876252, 479.025945, 4.025104
9.660014, -550.540984, -540.880969, 479.011460, 4.025104
9.636391, -550.522045, -540.885654, 478.996922, 4.025104
9.613216, -550.503576, -540.890360, 478.982332, 4.025104
9.590866, -550.485921, -540.895055, 478.967693, 4.025104
9.569678, -550.469437, -540.899758, 478.953006, 4.025104
9.549945, -550.454364, -540.904419, 478.938275, 4.025104
9.531902, -550.440988, -540.909086, 478.923504, 4.025104
9.515736, -550.429463, -540.913728, 478.908698, 4.025104
9.501575, -550.419977, -540.918402, 478.893860, 4.025104
9.489492, -550.412585, -540.923093, 478.878997, 4.025104
9.479508, -550.407206, -540.927699, 478.864113, 4.025104
9.471604, -550.403979, -540.932375, 478.849213, 4.025104
9.465728, -550.402732, -540.937004, 478.834301, 4.025104
9.461793, -550.403456, -540.941664, 478.819382, 4.025104
9.459685, -550.405981, -540.946296, 478.804461, 4.025104
9.459279, -550.410239, -540.950960, 478.789541, 4.025104
9.460435, -550.416011, -540.955576, 478.774626, 4.025104
9.463010, -550.423294, -540.960284, 478.759720, 4.025104
9.466870, -550.431795, -540.964925, 478.744825, 4.025104
9.471881, -550.441420, -540.969538, 478.729943, 4.025104
9.477919, -550.452142, -540.974223, 478.715078, 4.025104
9.484874, -550.463762, -540.978888, 478.700232, 4.025104
9.492646, -550.476203, -540.983558, 478.685406, 4.025104
9.501137, -550.489385, -540.988248, 478.670603, 4.025104
9.510253, -550.503151, -540.992898, 478.655823, 4.025104
9.519900, -550.517486, -540.997587, 478.641067, 4.025104
9.529985, -550.532235, -541.002250, 478.626338, 4.025104
9.540416, -550.547339, -541.006923, 478.611635, 4.025104
9.551085, -550.562743, -541.011659, 478.596959, 4.025104
9.561855, -550.578174, -541.016320, 478.582311, 4.025104
9.572574, -550.593592, -541.021017, 478.567690, 4.025104
9.583073, -550.608809, -541.025736, 478.553096, 4.025104
9.593159, -550.623611, -541.030452, 478.538527, 4.025104
9.602621, -550.637832, -541.035211, 478.523983, 4.025104
9.611231, -550.651151, -541.039920, 478.509461, 4.025104
9.618738, -550.663421, -541.044683, 478.494959, 4.025104
9.624874, -550.674301, -541.049427, 478.480474, 4.025104
9.629363, -550.683478, -541.054115, 478.466001, 4.025104
9.631926, -550.690827, -541.058902, 478.451536, 4.025104
9.632293, -550.695950, -541.063657, 478.437075, 4.025104
9.630210, -550.698567, -541.068357, 478.422611, 4.025104
9.625442, -550.698513, -541.073071, 478.408138, 4.025104
9.617792, -550.695625, -541.077833, 478.393649, 4.025104
9.607103, -550.689658, -541.082556, 478.379138, 4.025104
9.593269, -550.680530, -541.087261, 478.364597, 4.025104
9.576245, -550.668234, -541.091989, 478.350018, 4.025104
9.556041, -550.652648, -541.096607, 478.335394, 4.025104
9.532738, -550.634037, -541.101299, 478.320719, 4.025104
9.506486, -550.612444, -541.105958, 478.305984, 4.025104
9.477505, -550.588059, -541.110554, 478.291184, 4.025104
9.446087, -550.561284, -541.115196, 478.276314, 4.025104
9.412584, -550.532339, -541.119755, 478.261367, 4.025104
9.377405, -550.501721, -541.124316, 478.246341, 4.025104
9.341018, -550.469898, -541.128880, 478.231232, 4.025104
9.303926, -550.437347, -541.133420, 478.216039, 4.025104
9.266661, -550.404581, -541.137920, 478.200762, 4.025104
9.229766, -550.372191, -541.142425, 478.185401, 4.025104
9.193788, -550.340662, -541.146874, 478.169959, 4.025104
9.159277, -550.310583, -541.151305, 478.154439, 4.025104
9.126766, -550.282524, -541.155758, 478.138845, 4.025104
9.096745, -550.256934, -541.160190, 478.123184, 4.025104
9.069668, -550.234305, -541.164637, 478.107462, 4.025104
9.045963, -550.215001, -541.169038, 478.091688, 4.025104
9.025996, -550.199408, -541.173412, 478.075869, 4.025104
9.010064, -550.187904, -541.177840, 478.060016, 4.025104
8.998389, -550.180639, -541.182250, 478.044138, 4.025104
8.991117, -550.177751, -541.186634, 478.028245, 4.025104
8.988316, -550.179354, -541.191038, 478.012349, 4.025104
8.989971, -550.185422, -541.195451, 477.996459, 4.025104
8.995992, -550.195850, -541.199858, 477.980585, 4.025104
9.006214, -550.210507, -541.204293, 477.964737, 4.025104
9.020390, -550.229111, -541.208721, 477.948925, 4.025104
9.038205, -550.251386, -541.213181, 477.933157, 4.025104
9.059269, -550.276906, -541.217637, 477.917440, 4.025104
9.083126, -550.305220, -541.222094, 477.901781, 4.025104
9.109274, -550.335915, -541.226641, 477.886186, 4.025104
9.137174, -550.368306, -541.231132, 477.870657, 4.025104
9.166262, -550.401939, -541.235677, 477.855199, 4.025104
9.195965, -550.436174, -541.240209, 477.839812, 4.025104
9.225706, -550.470426, -541.244720, 477.824497, 4.025104
9.254905, -550.504234, -541.249329, 477.809252, 4.025104
9.283011, -550.536891, -541.253879, 477.794074, 4.025104
9.309514, -550.567996, -541.258482, 477.778961, 4.025104
9.333946, -550.597013, -541.263067, 477.763907, 4.025104
9.355891, -550.623561, -541.267670, 477.748906, 4.025104
9.374995, -550.647266, -541.272271, 477.733951, 4.025104
9.390975, -550.667849, -541.276874, 477.719036, 4.025104
9.403626, -550.685160, -541.281534, 477.704153, 4.025104
9.412813, -550.698887, -541.286074, 477.689294, 4.025104
9.418481, -550.709207, -541.290726, 477.674450, 4.025104
9.420648, -550.715984, -541.295336, 477.659613, 4.025104
9.419395, -550.719299, -541.299904, 477.644776, 4.025104
9.414863, -550.719390, -541.304527, 477.629930, 4.025104
9.407247, -550.716363, -541.309115, 477.615069, 4.025104
9.396796, -550.710505, -541.313709, 477.600186, 4.025104
9.383807, -550.702059, -541.318252, 477.585275, 4.025104
9.368612, -550.691425, -541.322813, 477.570331, 4.025104
9.351574, -550.678928, -541.327355, 477.555350, 4.025104
9.333078, -550.664990, -541.331911, 477.540328, 4.025104
9.313524, -550.649953, -541.336429, 477.525263, 4.025104
9.293314, -550.634276, -541.340962, 477.510154, 4.025104
9.272849, -550.618311, -541.345462, 477.494999, 4.025104
9.252528, -550.602517, -541.349989, 477.479800, 4.025104
9.232736, -550.587225, -541.354489, 477.464556, 4.025104
9.213843, -550.572791, -541.358948, 477.449272, 4.025104
9.196204, -550.559616, -541.363412, 477.433949, 4.025104
9.180160, -550.548094, -541.367934, 477.418590, 4.025104
9.166024, -550.538414, -541.372391, 477.403202, 4.025104
9.154089, -550.530958, -541.376869, 477.387788, 4.025104
9.144619, -550.525907, -541.381288, 477.372355, 4.025104
9.137834, -550.523604, -541.385770, 477.356908, 4.025104
9.133926, -550.524146, -541.390221, 477.341454, 4.025104
9.133046, -550.527753, -541.394707, 477.326001, 4.025104
9.135303, -550.534450, -541.399147, 477.310555, 4.025104
9.140761, -550.544364, -541.403603, 477.295125, 4.025104
9.149428, -550.557555, -541.408127, 477.279717, 4.025104
9.161261, -550.573830, -541.412569, 477.264338, 4.025104
9.176166, -550.593263, -541.417097, 477.248997, 4.025104
9.193980, -550.615546, -541.421566, 477.233699, 4.025104
9.214482, -550.640612, -541.426130, 477.218451, 4.025104
9.237402, -550.668053, -541.430652, 477.203259, 4.025104
9.262429, -550.697631, -541.435202, 477.188127, 4.025104
9.289221, -550.728984, -541.439763, 477.173059, 4.025104
9.317401, -550.761758, -541.444357, 477.158059, 4.025104
9.346568, -550.795531, -541.448963, 477.143129, 4.025104
9.376300, -550.829915, -541.453615, 477.128270, 4.025104
9.406170, -550.864410, -541.458240, 477.113483, 4.025104
9.435760, -550.898636, -541.462876, 477.098766, 4.025104
9.464663, -550.932166, -541.467503, 477.084119, 4.025104
9.492497, -550.964647, -541.472150, 477.069538, 4.025104
9.518913, -550.995765, -541.476852, 477.055021, 4.025104
9.543596, -551.025130, -541.481533, 477.040563, 4.025104
9.566273, -551.052553, -541.486280, 477.026160, 4.025104
9.586726, -551.077662, -541.490935, 477.011806, 4.025104
9.604797, -551.100438, -541.495642, 476.997496, 4.025104
9.620379, -551.120756, -541.500377, 476.983225, 4.025104
9.633419, -551.138486, -541.505067, 476.968986, 4.025104
9.643912, -551.153698, -541.509786, 476.954774, 4.025104
9.651900, -551.166430, -541.514529, 476.940582, 4.025104
9.657480, -551.176749, -541.519268, 476.926405, 4.025104
9.660793, -551.184736, -541.523943, 476.912239, 4.025104
9.662019, -551.190661, -541.528642, 476.898077, 4.025104
9.661370, -551.194701, -541.533332, 476.883916, 4.025104
9.659076, -551.197167, -541.538091, 476.869751, 4.025104
9.655389, -551.198190, -541.542801, 476.855581, 4.025104
9.650569, -551.198035, -541.547467, 476.841401, 4.025104
9.644870, -551.197091, -541.552221, 476.827210, 4.025104
9.638534, -551.195452, -541.556918, 476.813007, 4.025104
9.631787, -551.193377, -541.561591, 476.798791, 4.025104
9.624850, -551.191149, -541.566300, 476.784560, 4.025104
9.617921, -551.188975, -541.571054, 476.770316, 4.025104
9.611172, -551.186899, -541.575727, 476.756058, 4.025104
9.604739, -551.185140, -541.580401, 476.741788, 4.025104
9.598710, -551.183846, -541.585136, 476.727506, 4.025104
9.593134, -551.182953, -541.589819, 476.713213, 4.025104
9.588007, -551.182534, -541.594527, 476.698910, 4.025104
9.583284, -551.182492, -541.599208, 476.684599, 4.025104
9.578872, -551.182809, -541.603937, 476.670280, 4.025104
9.574631, -551.183251, -541.608621, 476.655953, 4.025104
9.570392, -551.183708, -541.613317, 476.641618, 4.025104
9.565966, -551.183973, -541.618006, 476.627276, 4.025104
9.561139, -551.183842, -541.622703, 476.612924, 4.025104
9.555668, -551.183136, -541.627467, 476.598562, 4.025104
9.549301, -551.181407, -541.632106, 476.584188, 4.025104
9.541786, -551.178640, -541.636854, 476.569798, 4.025104
9.532887, -551.174406, -541.641519, 476.555390, 4.025104
9.522387, -551.168572, -541.646185, 476.540960, 4.025104
9.510098, -551.160977, -541.650879, 476.526504, 4.025104
9.495864, -551.151397, -541.655533, 476.512017, 4.025104
9.479561, -551.139784, -541.660224, 476.497495, 4.025104
9.461107, -551.125966, -541.664859, 476.482932, 4.025104
9.440472, -551.109926, -541.669454, 476.468324, 4.025104
9.417679, -551.091738, -541.674059, 476.453666, 4.025104
9.392807, -551.071501, -541.678693, 476.438952, 4.025104
9.365984, -551.049267, -541.683283, 476.424179, 4.025104
9.337384, -551.025217, -541.687833, 476.409342, 4.025104
9.307230, -550.999611, -541.692381, 476.394437, 4.025104
9.275792, -550.972688, -541.696896, 476.379462, 4.025104
9.243381, -550.944820, -541.701438, 476.364415, 4.025104
9.210331, -550.916255, -541.705924, 476.349294, 4.025104
9.176981, -550.887356, -541.710375, 476.334098, 4.025104
9.143672, -550.858565, -541.714893, 476.318828, 4.025104
9.110755, -550.830087, -541.719332, 476.303484, 4.025104
9.078585, -550.802347, -541.723762, 476.288068, 4.025104
9.047498, -550.775669, -541.728171, 476.272583, 4.025104
9.017790, -550.750372, -541.732581, 476.257031, 4.025104
8.989716, -550.726703, -541.736988, 476.241418, 4.025104
8.963477, -550.704848, -541.741371, 476.225746, 4.025104
8.939221, -550.684977, -541.745756, 476.210020, 4.025104
8.917032, -550.667160, -541.750127, 476.194246, 4.025104
8.896947, -550.651440, -541.754494, 476.178428, 4.025104
8.878944, -550.637807, -541.758863, 476.162571, 4.025104
8.862949, -550.626188, -541.763238, 476.146679, 4.025104
8.848839, -550.616416, -541.767577, 476.130757, 4.025104
8.836447, -550.608412, -541.771965, 476.114810, 4.025104
8.825569, -550.601851, -541.776282, 476.098839, 4.025104
8.815977, -550.596652, -541.780676, 476.082849, 4.025104
8.807434, -550.592453, -541.785019, 476.066842, 4.025104
8.799705, -550.589020, -541.789315, 476.050819, 4.025104
8.792559, -550.586188, -541.793629, 476.034782, 4.025104
8.785784, -550.583745, -541.797961, 476.018732, 4.025104
8.779187, -550.581484, -541.802296, 476.002669, 4.025104
8.772602, -550.579229, -541.806628, 475.986594, 4.025104
8.765894, -550.576835, -541.810941, 475.970505, 4.025104
8.758973, -550.574211, -541.815238, 475.954403, 4.025104
8.751781, -550.571319, -541.819537, 475.938287, 4.025104
8.744295, -550.568123, -541.823828, 475.922157, 4.025104
8.736525, -550.564678, -541.828153, 475.906010, 4.025104
8.728513, -550.560949, -541.832436, 475.889848, 4.025104
8.720325, -550.557017, -541.836692, 475.873669, 4.025104
8.712044, -550.553021, -541.840977, 475.857474, 4.025104
8.703766, -550.549012, -541.845245, 475.841262, 4.025104
8.695591, -550.545101, -541.849510, 475.825034, 4.025104
8.687615, -550.541385, -541.853770, 475.808790, 4.025104
8.679931, -550.537970, -541.858039, 475.792531, 4.025104
8.672618, -550.534935, -541.862317, 475.776257, 4.025104
8.665745, -550.532313, -541.866567, 475.759970, 4.025104
8.659357, -550.530173, -541.870816, 475.743671, 4.025104
8.653463, -550.528537, -541.875074, 475.727361, 4.025104
8.648048, -550.527390, -541.879342, 475.711041, 4.025104
8.643068, -550.526679, -541.883611, 475.694711, 4.025104
8.638452, -550.526313, -541.887861, 475.678374, 4.025104
8.634102, -550.526202, -541.892101, 475.662029, 4.025104
8.629903, -550.526293, -541.896390, 475.645677, 4.025104
8.625726, -550.526352, -541.900625, 475.629318, 4.025104
8.621430, -550.526289, -541.904859, 475.612952, 4.025104
8.616869, -550.525981, -541.909112, 475.596577, 4.025104
8.611903, -550.525299, -541.913395, 475.580194, 4.025104
8.606402, -550.524012, -541.917609, 475.563800, 4.025104
8.600249, -550.522120, -541.921871, 475.547395, 4.025104
8.593357, -550.519475, -541.926118, 475.530976, 4.025104
8.585674, -550.516017, -541.930343, 475.514542, 4.025104
8.577169, -550.511755, -541.934585, 475.498092, 4.025104
8.567847, -550.506637, -541.938790, 475.481622, 4.025104
8.557748, -550.500744, -541.942996, 475.465131, 4.025104
8.546959, -550.494141, -541.947182, 475.448619, 4.025104
8.535595, -550.486961, -541.951367, 475.432082, 4.025104
8.523803, -550.479359, -541.955556, 475.415522, 4.025104
8.511764, -550.471531, -541.959767, 475.398935, 4.025104
8.499693, -550.463587, -541.963893, 475.382324, 4.025104
8.487832, -550.455903, -541.968071, 475.365688, 4.025104
8.476434, -550.448684, -541.972250, 475.349029, 4.025104
8.465761, -550.442132, -541.976371, 475.332347, 4.025104
8.456074, -550.436594, -541.980520, 475.315646, 4.025104
8.447627, -550.432318, -541.984691, 475.298928, 4.025104
8.440668, -550.429505, -541.988836, 475.282196, 4.025104
8.435431, -550.428377, -541.992946, 475.265455, 4.025104
8.432126, -550.429212, -541.997086, 475.248709, 4.025104
8.430935, -550.432190, -542.001255, 475.231963, 4.025104
8.432009, -550.437419, -542.005410, 475.215221, 4.025104
8.435462, -550.444982, -542.009520, 475.198491, 4.025104
8.441368, -550.455053, -542.013685, 475.181776, 4.025104
8.449762, -550.467614, -542.017852, 475.165083, 4.025104
8.460632, -550.482660, -542.022028, 475.148417, 4.025104
8.473919, -550.500104, -542.026185, 475.131785, 4.025104
8.489523, -550.519922, -542.030399, 475.115191, 4.025104
8.507312, -550.541942, -542.034630, 475.098640, 4.025104
8.527112, -550.565914, -542.038802, 475.082137, 4.025104
8.548711, -550.591728, -542.043017, 475.065686, 4.025104
8.571870, -550.619130, -542.047260, 475.049291, 4.025104
8.596315, -550.647874, -542.051560, 475.032955, 4.025104
8.621743, -550.677523, -542.055780, 475.016679, 4.025104
8.647842, -550.707914, -542.060072, 475.000465, 4.025104
8.674292, -550.738624, -542.064333, 474.984315, 4.025104
8.700775, -550.769462, -542.068688, 474.968228, 4.025104
8.726969, -550.799955, -542.072986, 474.952203, 4.025104
8.752551, -550.829869, -542.077318, 474.936239, 4.025104
8.777207, -550.858871, -542.081664, 474.920334, 4.025104
8.800645, -550.886653, -542.086008, 474.904486, 4.025104
8.822589, -550.912966, -542.090377, 474.888690, 4.025104
8.842778, -550.937510, -542.094732, 474.872943, 4.025104
8.860980, -550.960067, -542.099088, 474.857239, 4.025104
8.876992, -550.980484, -542.103491, 474.841575, 4.025104
8.890650, -550.998516, -542.107866, 474.825945, 4.025104
8.901819, -551.014092, -542.112274, 474.810343, 4.025104
8.910398, -551.027023, -542.116625, 474.794762, 4.025104
8.916325, -551.037350, -542.121025, 474.779198, 4.025104
8.919572, -551.045008, -542.125437, 474.763643, 4.025104
8.920145, -551.049962, -542.129817, 474.748092, 4.025104
8.918084, -551.052289, -542.134205, 474.732538, 4.025104
8.913460, -551.052081, -542.138620, 474.716977, 4.025104
8.906381, -551.049362, -542.142981, 474.701401, 4.025104
8.896983, -551.044314, -542.147332, 474.685807, 4.025104
8.885431, -551.037136, -542.151704, 474.670188, 4.025104
8.871915, -551.027971, -542.156057, 474.654541, 4.025104
8.856646, -551.017064, -542.160418, 474.638861, 4.025104
8.839853, -551.004620, -542.164767, 474.623145, 4.025104
8.821779, -550.990842, -542.169064, 474.607390, 4.025104
8.802681, -550.976036, -542.173356, 474.591594, 4.025104
8.782823, -550.960522, -542.177699, 474.575754, 4.025104
8.762475, -550.944418, -542.181942, 474.559871, 4.025104
8.741907, -550.928149, -542.186243, 474.543943, 4.025104
8.721380, -550.911912, -542.190532, 474.527970, 4.025104
8.701143, -550.895962, -542.194818, 474.511954, 4.025104
8.681434, -550.880505, -542.199071, 474.495894, 4.025104
8.662478, -550.865810, -542.203331, 474.479794, 4.025104
8.644479, -550.852033, -542.207553, 474.463655, 4.025104
8.627620, -550.839392, -542.211772, 474.447480, 4.025104
8.612067, -550.828114, -542.216047, 474.431272, 4.025104
8.597961, -550.818181, -542.220220, 474.415034, 4.025104
8.585405, -550.809861, -542.224456, 474.398770, 4.025104
8.574474, -550.803132, -542.228658, 474.382484, 4.025104
8.565217, -550.798059, -542.232842, 474.366178, 4.025104
8.557653, -550.794750, -542.237097, 474.349858, 4.025104
8.551772, -550.793100, -542.241328, 474.333527, 4.025104
8.547534, -550.793030, -542.245496, 474.317188, 4.025104
8.544870, -550.794593, -542.249723, 474.300846, 4.025104
8.543687, -550.797627, -542.253940, 474.284504, 4.025104
8.543865, -550.802013, -542.258148, 474.268165, 4.025104
8.545258, -550.807578, -542.262321, 474.251831, 4.025104
8.547706, -550.814285, -542.266579, 474.235505, 4.025104
8.551039, -550.821840, -542.270801, 474.219190, 4.025104
8.555073, -550.830065, -542.274992, 474.202886, 4.025104
8.559626, -550.838819, -542.279193, 474.186595, 4.025104
8.564520, -550.847955, -542.283435, 474.170318, 4.025104
8.569569, -550.857245, -542.287677, 474.154054, 4.025104
8.574589, -550.866473, -542.291884, 474.137805, 4.025104
8.579415, -550.875529, -542.296114, 474.121569, 4.025104
8.583890, -550.884216, -542.300326, 474.105345, 4.025104
8.587873, -550.892460, -542.304587, 474.089134, 4.025104
8.591243, -550.900065, -542.308822, 474.072932, 4.025104
8.593908, -550.906945, -542.313037, 474.056739, 4.025104
8.595795, -550.913041, -542.317246, 474.040553, 4.025104
8.596842, -550.918339, -542.321497, 474.024371, 4.025104
8.597003, -550.922715, -542.325712, 474.008192, 4.025104
8.596246, -550.926195, -542.329949, 473.992014, 4.025104
8.594563, -550.928711, -542.334148, 473.975835, 4.025104
8.591964, -550.930396, -542.338432, 473.959652, 4.025104
8.588483, -550.931098, -542.342614, 473.943464, 4.025104
8.584168, -550.930995, -542.346827, 473.927268, 4.025104
8.579070, -550.930134, -542.351064, 473.911063, 4.025104
8.573249, -550.928492, -542.355244, 473.894847, 4.025104
8.566781, -550.926227, -542.359445, 473.878619, 4.025104
8.559745, -550.923426, -542.363681, 473.862378, 4.025104
8.552212, -550.920073, -542.367860, 473.846121, 4.025104
8.544252, -550.916289, -542.372037, 473.829849, 4.025104
8.535929, -550.912150, -542.376221, 473.813560, 4.025104
8.527296, -550.907767, -542.380471, 473.797255, 4.025104
8.518403, -550.903021, -542.384619, 473.780931, 4.025104
8.509295, -550.898111, -542.388816, 473.764589, 4.025104
8.500014, -550.893046, -542.393032, 473.748228, 4.025104
8.490600, -550.887769, -542.397170, 473.731849, 4.025104
8.481083, -550.882405, -542.401322, 473.715450, 4.025104
8.471504, -550.877005, -542.405501, 473.699032, 4.025104
8.461903, -550.871572, -542.409669, 473.682594, 4.025104
8.452314, -550.866135, -542.413821, 473.666137, 4.025104
8.442775, -550.860739, -542.417964, 473.649661, 4.025104
8.433335, -550.855428, -542.422093, 473.633165, 4.025104
8.424049, -550.850268, -542.426219, 473.616651, 4.025104
8.414974, -550.845344, -542.430370, 473.600119, 4.025104
8.406165, -550.840663, -542.434497, 473.583570, 4.025104
8.397676, -550.836291, -542.438615, 473.567003, 4.025104
8.389582, -550.832333, -542.442751, 473.550421, 4.025104
