its, t_max, delta_t, its_eq, -, -, -, -, -, -, -, -
20000, 20, 0.001000, 20000, 0, 0, 0, 0, 0, 0, 0, 0
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
1.952219, 0.964173, 3.486092, -2.478497, 7.096920, 9.283144, -1.874083, 4.170873, 9.788720, 1.448606, 4.967910, 4.449089
1.955430, 0.965941, 3.493962, -2.474829, 7.097486, 9.278875, -1.878155, 4.176452, 9.790485, 1.463811, 4.967537, 4.442393
1.958853, 0.967868, 3.501666, -2.471173, 7.098047, 9.274790, -1.882351, 4.181993, 9.792404, 1.479310, 4.967557, 4.435991
1.962486, 0.969960, 3.509197, -2.467530, 7.098608, 9.270906, -1.886669, 4.187492, 9.794472, 1.495101, 4.967956, 4.429887
1.966327, 0.972225, 3.516549, -2.463904, 7.099175, 9.267242, -1.891108, 4.192946, 9.796687, 1.511180, 4.968720, 4.424088
1.970372, 0.974668, 3.523715, -2.460295, 7.099753, 9.263815, -1.895664, 4.198352, 9.799047, 1.527540, 4.969830, 4.418594
1.974619, 0.977292, 3.530691, -2.456707, 7.100349, 9.260642, -1.900336, 4.203708, 9.801550, 1.544176, 4.971270, 4.413408
1.979065, 0.980099, 3.537473, -2.453142, 7.100968, 9.257739, -1.905119, 4.209013, 9.804192, 1.561078, 4.973017, 4.408531
1.983709, 0.983092, 3.544058, -2.449601, 7.101617, 9.255124, -1.910007, 4.214266, 9.806972, 1.578239, 4.975053, 4.403960
1.988549, 0.986269, 3.550444, -2.446087, 7.102303, 9.252809, -1.914994, 4.219466, 9.809889, 1.595648, 4.977354, 4.399695
1.993581, 0.989629, 3.556628, -2.442602, 7.103033, 9.250809, -1.920075, 4.224613, 9.812938, 1.613293, 4.979898, 4.395732
1.998805, 0.993170, 3.562612, -2.439148, 7.103814, 9.249137, -1.925243, 4.229709, 9.816120, 1.631162, 4.982662, 4.392069
2.004219, 0.996886, 3.568394, -2.435726, 7.104654, 9.247802, -1.930489, 4.234753, 9.819430, 1.649242, 4.985621, 4.388700
2.009821, 1.000772, 3.573975, -2.432339, 7.105560, 9.246815, -1.935805, 4.239747, 9.822868, 1.667518, 4.988751, 4.385621
2.015608, 1.004822, 3.579358, -2.428987, 7.106541, 9.246184, -1.941183, 4.244692, 9.826430, 1.685974, 4.992030, 4.382826
2.021579, 1.009028, 3.584544, -2.425673, 7.107604, 9.245914, -1.946614, 4.249592, 9.830114, 1.704593, 4.995431, 4.380310
2.027732, 1.013381, 3.589535, -2.422398, 7.108757, 9.246011, -1.952087, 4.254447, 9.833918, 1.723357, 4.998933, 4.378065
2.034066, 1.017871, 3.594336, -2.419164, 7.110009, 9.246477, -1.957594, 4.259261, 9.837840, 1.742247, 5.002512, 4.376085
2.040577, 1.022489, 3.598950, -2.415971, 7.111368, 9.247314, -1.963125, 4.264035, 9.841875, 1.761242, 5.006146, 4.374362
2.047264, 1.027223, 3.603380, -2.412822, 7.112841, 9.248519, -1.968669, 4.268774, 9.846023, 1.780322, 5.009812, 4.372888
2.054123, 1.032062, 3.607632, -2.409717, 7.114436, 9.250091, -1.974216, 4.273479, 9.850280, 1.799464, 5.013490, 4.371653
2.061152, 1.036993, 3.611709, -2.406658, 7.116161, 9.252025, -1.979757, 4.278154, 9.854643, 1.818645, 5.017161, 4.370649
2.068348, 1.042004, 3.615617, -2.403645, 7.118024, 9.254315, -1.985281, 4.282801, 9.859110, 1.837840, 5.020804, 4.369866
2.075707, 1.047082, 3.619360, -2.400681, 7.120031, 9.256954, -1.990778, 4.287424, 9.863677, 1.857026, 5.024402, 4.369292
2.083225, 1.052215, 3.622944, -2.397766, 7.122188, 9.259933, -1.996239, 4.292025, 9.868341, 1.876175, 5.027938, 4.368915
2.090896, 1.057391, 3.626373, -2.394902, 7.124503, 9.263241, -2.001655, 4.296607, 9.873100, 1.895261, 5.031397, 4.368724
2.098716, 1.062596, 3.629652, -2.392088, 7.126979, 9.266868, -2.007015, 4.301173, 9.877950, 1.914256, 5.034763, 4.368703
2.106679, 1.067818, 3.632787, -2.389326, 7.129624, 9.270799, -2.012310, 4.305726, 9.882888, 1.933131, 5.038023, 4.368839
2.114779, 1.073044, 3.635782, -2.386618, 7.132440, 9.275023, -2.017533, 4.310268, 9.887911, 1.951857, 5.041164, 4.369116
2.123008, 1.078264, 3.638643, -2.383963, 7.135432, 9.279523, -2.022675, 4.314802, 9.893016, 1.970404, 5.044174, 4.369516
2.131358, 1.083465, 3.641375, -2.381363, 7.138603, 9.284287, -2.027727, 4.319329, 9.898200, 1.988741, 5.047041, 4.370020
2.139821, 1.088635, 3.643983, -2.378818, 7.141954, 9.289297, -2.032682, 4.323852, 9.903458, 2.006837, 5.049756, 4.370610
2.148388, 1.093764, 3.646472, -2.376328, 7.145489, 9.294538, -2.037534, 4.328373, 9.908789, 2.024659, 5.052307, 4.371264
2.157047, 1.098841, 3.648849, -2.373894, 7.149207, 9.299993, -2.042276, 4.332894, 9.914190, 2.042176, 5.054686, 4.371960
2.165787, 1.103855, 3.651117, -2.371517, 7.153110, 9.305646, -2.046903, 4.337416, 9.919658, 2.059353, 5.056884, 4.372674
2.174598, 1.108798, 3.653283, -2.369196, 7.157197, 9.311481, -2.051408, 4.341940, 9.925190, 2.076159, 5.058892, 4.373380
2.183464, 1.113660, 3.655353, -2.366931, 7.161468, 9.317480, -2.055788, 4.346468, 9.930784, 2.092559, 5.060703, 4.374053
2.192373, 1.118431, 3.657332, -2.364723, 7.165922, 9.323627, -2.060038, 4.351002, 9.936436, 2.108520, 5.062309, 4.374666
2.201310, 1.123104, 3.659227, -2.362570, 7.170558, 9.329906, -2.064154, 4.355541, 9.942143, 2.124009, 5.063703, 4.375190
2.210258, 1.127671, 3.661045, -2.360472, 7.175373, 9.336301, -2.068131, 4.360087, 9.947903, 2.138992, 5.064879, 4.375596
2.219200, 1.132123, 3.662792, -2.358429, 7.180364, 9.342795, -2.071967, 4.364641, 9.953714, 2.153437, 5.065830, 4.375854
2.228120, 1.136454, 3.664475, -2.356440, 7.185529, 9.349372, -2.075658, 4.369203, 9.959571, 2.167314, 5.066550, 4.375936
2.236997, 1.140657, 3.666101, -2.354504, 7.190863, 9.356017, -2.079203, 4.373774, 9.965474, 2.180592, 5.067034, 4.375811
2.245812, 1.144724, 3.667679, -2.352619, 7.196363, 9.362715, -2.082599, 4.378353, 9.971418, 2.193242, 5.067277, 4.375449
2.254543, 1.148649, 3.669216, -2.350784, 7.202023, 9.369450, -2.085845, 4.382942, 9.977402, 2.205239, 5.067276, 4.374821
2.263171, 1.152425, 3.670721, -2.348998, 7.207839, 9.376209, -2.088938, 4.387541, 9.983423, 2.216559, 5.067025, 4.373900
2.271671, 1.156047, 3.672202, -2.347259, 7.213804, 9.382977, -2.091879, 4.392148, 9.989479, 2.227181, 5.066524, 4.372659
2.280021, 1.159507, 3.673669, -2.345565, 7.219914, 9.389740, -2.094665, 4.396765, 9.995567, 2.237087, 5.065769, 4.371074
2.288196, 1.162800, 3.675131, -2.343913, 7.226161, 9.396485, -2.097297, 4.401391, 10.001686, 2.246262, 5.064759, 4.369124
2.296172, 1.165920, 3.676597, -2.342303, 7.232540, 9.403199, -2.099774, 4.406026, 10.007833, 2.254696, 5.063494, 4.366790
2.303923, 1.168859, 3.678076, -2.340730, 7.239042, 9.409870, -2.102096, 4.410669, 10.014007, 2.262381, 5.061973, 4.364055
2.311424, 1.171613, 3.679579, -2.339193, 7.245662, 9.416484, -2.104264, 4.415320, 10.020206, 2.269314, 5.060199, 4.360908
2.318649, 1.174174, 3.681116, -2.337690, 7.252392, 9.423032, -2.106278, 4.419979, 10.026427, 2.275494, 5.058171, 4.357340
2.325571, 1.176537, 3.682695, -2.336217, 7.259223, 9.429500, -2.108138, 4.424644, 10.032671, 2.280928, 5.055892, 4.353344
2.332164, 1.178694, 3.684327, -2.334771, 7.266148, 9.435878, -2.109846, 4.429316, 10.038934, 2.285622, 5.053364, 4.348920
2.338402, 1.180641, 3.686022, -2.333349, 7.273159, 9.442155, -2.111403, 4.433993, 10.045217, 2.289590, 5.050590, 4.344071
2.344259, 1.182371, 3.687789, -2.331947, 7.280247, 9.448321, -2.112810, 4.438675, 10.051517, 2.292849, 5.047573, 4.338802
2.349708, 1.183877, 3.689636, -2.330564, 7.287405, 9.454364, -2.114069, 4.443361, 10.057835, 2.295417, 5.044317, 4.333124
2.354726, 1.185153, 3.691574, -2.329194, 7.294623, 9.460276, -2.115182, 4.448050, 10.064170, 2.297317, 5.040825, 4.327050
2.359287, 1.186195, 3.693609, -2.327834, 7.301892, 9.466047, -2.116150, 4.452742, 10.070521, 2.298576, 5.037101, 4.320598
2.363369, 1.186995, 3.695750, -2.326481, 7.309205, 9.471666, -2.116976, 4.457434, 10.076888, 2.299222, 5.033147, 4.313787
2.366950, 1.187550, 3.698005, -2.325131, 7.316551, 9.477126, -2.117662, 4.462128, 10.083270, 2.299285, 5.028968, 4.306641
2.370010, 1.187853, 3.700380, -2.323780, 7.323923, 9.482417, -2.118211, 4.466820, 10.089668, 2.298798, 5.024566, 4.299185
2.372529, 1.187901, 3.702880, -2.322425, 7.331311, 9.487531, -2.118626, 4.471511, 10.096082, 2.297793, 5.019945, 4.291445
2.374490, 1.187689, 3.705512, -2.321061, 7.338706, 9.492459, -2.118910, 4.476199, 10.102511, 2.296307, 5.015107, 4.283450
2.375879, 1.187214, 3.708281, -2.319684, 7.346099, 9.497195, -2.119065, 4.480883, 10.108956, 2.294374, 5.010055, 4.275230
2.376684, 1.186472, 3.711189, -2.318290, 7.353482, 9.501731, -2.119096, 4.485563, 10.115418, 2.292030, 5.004790, 4.266815
2.376893, 1.185461, 3.714241, -2.316875, 7.360845, 9.506059, -2.119005, 4.490236, 10.121896, 2.289311, 4.999316, 4.258237
2.376499, 1.184179, 3.717438, -2.315436, 7.368179, 9.510174, -2.118796, 4.494902, 10.128391, 2.286252, 4.993633, 4.249526
2.375495, 1.182626, 3.720782, -2.313969, 7.375475, 9.514069, -2.118473, 4.499560, 10.134904, 2.282888, 4.987744, 4.240715
2.373880, 1.180799, 3.724275, -2.312469, 7.382724, 9.517738, -2.118040, 4.504208, 10.141436, 2.279253, 4.981650, 4.231833
2.371651, 1.178700, 3.727915, -2.310933, 7.389916, 9.521176, -2.117502, 4.508845, 10.147987, 2.275381, 4.975352, 4.222910
2.368812, 1.176329, 3.731704, -2.309358, 7.397042, 9.524380, -2.116861, 4.513469, 10.154558, 2.271303, 4.968851, 4.213976
2.365364, 1.173687, 3.735639, -2.307741, 7.404092, 9.527344, -2.116122, 4.518079, 10.161149, 2.267051, 4.962150, 4.205059
2.361316, 1.170775, 3.739719, -2.306077, 7.411056, 9.530065, -2.115290, 4.522673, 10.167760, 2.262655, 4.955249, 4.196184
2.356674, 1.167597, 3.743941, -2.304364, 7.417925, 9.532540, -2.114369, 4.527251, 10.174392, 2.258142, 4.948150, 4.187378
2.351448, 1.164154, 3.748302, -2.302599, 7.424686, 9.534767, -2.113363, 4.531810, 10.181047, 2.253541, 4.940854, 4.178664
2.345650, 1.160450, 3.752800, -2.300780, 7.431330, 9.536743, -2.112277, 4.536349, 10.187724, 2.248876, 4.933364, 4.170064
2.339293, 1.156489, 3.757431, -2.298903, 7.437845, 9.538468, -2.111116, 4.540868, 10.194424, 2.244173, 4.925682, 4.161600
2.332390, 1.152273, 3.762191, -2.296967, 7.444220, 9.539940, -2.109885, 4.545365, 10.201147, 2.239453, 4.917810, 4.153289
2.324958, 1.147807, 3.767076, -2.294970, 7.450441, 9.541161, -2.108587, 4.549838, 10.207893, 2.234739, 4.909753, 4.145150
2.317013, 1.143096, 3.772081, -2.292909, 7.456496, 9.542131, -2.107227, 4.554288, 10.214663, 2.230051, 4.901513, 4.137199
2.308570, 1.138143, 3.777203, -2.290784, 7.462370, 9.542852, -2.105811, 4.558713, 10.221456, 2.225408, 4.893096, 4.129449
2.299647, 1.132954, 3.782436, -2.288592, 7.468051, 9.543327, -2.104342, 4.563113, 10.228274, 2.220830, 4.884507, 4.121913
2.290262, 1.127533, 3.787776, -2.286332, 7.473522, 9.543558, -2.102825, 4.567487, 10.235116, 2.216333, 4.875752, 4.114602
2.280433, 1.121884, 3.793220, -2.284003, 7.478768, 9.543550, -2.101264, 4.571835, 10.241982, 2.211935, 4.866839, 4.107526
2.270176, 1.116012, 3.798762, -2.281603, 7.483772, 9.543308, -2.099663, 4.576157, 10.248872, 2.207651, 4.857774, 4.100691
2.259510, 1.109922, 3.804398, -2.279133, 7.488516, 9.542836, -2.098027, 4.580452, 10.255787, 2.203496, 4.848566, 4.094106
2.248453, 1.103619, 3.810125, -2.276592, 7.492981, 9.542142, -2.096359, 4.584721, 10.262726, 2.199485, 4.839226, 4.087776
2.237021, 1.097106, 3.815939, -2.273977, 7.497149, 9.541233, -2.094663, 4.588965, 10.269690, 2.195632, 4.829763, 4.081704
2.225231, 1.090387, 3.821836, -2.271290, 7.500999, 9.540116, -2.092942, 4.593183, 10.276677, 2.191952, 4.820189, 4.075893
2.213101, 1.083468, 3.827813, -2.268528, 7.504511, 9.538798, -2.091199, 4.597378, 10.283687, 2.188458, 4.810516, 4.070345
2.200646, 1.076351, 3.833865, -2.265692, 7.507664, 9.537290, -2.089438, 4.601548, 10.290720, 2.185163, 4.800757, 4.065062
2.187883, 1.069041, 3.839991, -2.262780, 7.510435, 9.535599, -2.087660, 4.605696, 10.297776, 2.182081, 4.790925, 4.060043
2.174827, 1.061542, 3.846186, -2.259792, 7.512803, 9.533736, -2.085869, 4.609824, 10.304852, 2.179226, 4.781035, 4.055288
2.161495, 1.053855, 3.852448, -2.256726, 7.514747, 9.531710, -2.084066, 4.613931, 10.311949, 2.176609, 4.771101, 4.050795
2.147902, 1.045986, 3.858773, -2.253581, 7.516246, 9.529532, -2.082253, 4.618020, 10.319066, 2.174244, 4.761139, 4.046562
2.134063, 1.037936, 3.865157, -2.250355, 7.517277, 9.527211, -2.080431, 4.622093, 10.326200, 2.172145, 4.751165, 4.042588
2.119993, 1.029709, 3.871597, -2.247048, 7.517821, 9.524758, -2.078603, 4.626151, 10.333351, 2.170324, 4.741195, 4.038869
2.105708, 1.021307, 3.878090, -2.243656, 7.517858, 9.522183, -2.076768, 4.630196, 10.340516, 2.168795, 4.731245, 4.035402
2.091224, 1.012733, 3.884632, -2.240177, 7.517371, 9.519497, -2.074927, 4.634231, 10.347695, 2.167570, 4.721331, 4.032184
2.076555, 1.003990, 3.891218, -2.236610, 7.516344, 9.516709, -2.073082, 4.638256, 10.354884, 2.166663, 4.711470, 4.029212
2.061719, 0.995079, 3.897844, -2.232951, 7.514760, 9.513829, -2.071230, 4.642276, 10.362083, 2.166086, 4.701679, 4.026481
2.046732, 0.986002, 3.904506, -2.229199, 7.512609, 9.510866, -2.069374, 4.646291, 10.369288, 2.165852, 4.691972, 4.023989
2.031610, 0.976762, 3.911197, -2.225349, 7.509879, 9.507829, -2.067511, 4.650303, 10.376497, 2.165973, 4.682366, 4.021731
2.016372, 0.967360, 3.917912, -2.221399, 7.506564, 9.504727, -2.065642, 4.654316, 10.383707, 2.166461, 4.672875, 4.019704
2.001036, 0.957797, 3.924645, -2.217346, 7.502658, 9.501567, -2.063766, 4.658332, 10.390915, 2.167326, 4.663514, 4.017903
1.985620, 0.948076, 3.931389, -2.213187, 7.498158, 9.498356, -2.061882, 4.662351, 10.398118, 2.168579, 4.654295, 4.016326
1.970147, 0.938197, 3.938137, -2.208921, 7.493066, 9.495101, -2.059988, 4.666378, 10.405312, 2.170230, 4.645232, 4.014966
1.954636, 0.928161, 3.944881, -2.204544, 7.487387, 9.491809, -2.058084, 4.670413, 10.412495, 2.172287, 4.636336, 4.013822
1.939110, 0.917970, 3.951612, -2.200055, 7.481125, 9.488485, -2.056167, 4.674458, 10.419663, 2.174758, 4.627618, 4.012888
1.923593, 0.907622, 3.958321, -2.195453, 7.474293, 9.485133, -2.054238, 4.678516, 10.426811, 2.177650, 4.619085, 4.012161
1.908108, 0.897118, 3.964998, -2.190737, 7.466901, 9.481758, -2.052293, 4.682587, 10.433937, 2.180968, 4.610748, 4.011635
1.892683, 0.886459, 3.971633, -2.185907, 7.458967, 9.478363, -2.050332, 4.686673, 10.441036, 2.184715, 4.602611, 4.011306
1.877344, 0.875643, 3.978215, -2.180962, 7.450507, 9.474952, -2.048352, 4.690776, 10.448103, 2.188896, 4.594681, 4.011170
1.862119, 0.864669, 3.984733, -2.175906, 7.441543, 9.471527, -2.046353, 4.694895, 10.455135, 2.193509, 4.586962, 4.011221
1.847037, 0.853537, 3.991176, -2.170740, 7.432098, 9.468091, -2.044331, 4.699031, 10.462128, 2.198555, 4.579457, 4.011454
1.832128, 0.842246, 3.997531, -2.165467, 7.422196, 9.464645, -2.042287, 4.703184, 10.469076, 2.204031, 4.572167, 4.011863
1.817422, 0.830792, 4.003786, -2.160090, 7.411864, 9.461190, -2.040217, 4.707355, 10.475978, 2.209933, 4.565093, 4.012443
1.802951, 0.819174, 4.009929, -2.154616, 7.401129, 9.457728, -2.038121, 4.711541, 10.482827, 2.216256, 4.558234, 4.013188
1.788744, 0.807390, 4.015948, -2.149049, 7.390022, 9.454259, -2.035996, 4.715742, 10.489620, 2.222990, 4.551590, 4.014090
1.774832, 0.795435, 4.021831, -2.143396, 7.378571, 9.450784, -2.033842, 4.719957, 10.496354, 2.230127, 4.545156, 4.015145
1.761247, 0.783307, 4.027565, -2.137664, 7.366808, 9.447302, -2.031658, 4.724183, 10.503025, 2.237656, 4.538930, 4.016344
1.748017, 0.771003, 4.033140, -2.131861, 7.354764, 9.443813, -2.029441, 4.728417, 10.509629, 2.245565, 4.532908, 4.017682
1.735172, 0.758518, 4.038543, -2.125997, 7.342469, 9.440317, -2.027191, 4.732656, 10.516163, 2.253837, 4.527084, 4.019152
1.722738, 0.745849, 4.043765, -2.120080, 7.329957, 9.436813, -2.024907, 4.736897, 10.522624, 2.262458, 4.521455, 4.020746
1.710742, 0.732992, 4.048796, -2.114121, 7.317257, 9.433299, -2.022587, 4.741136, 10.529009, 2.271409, 4.516013, 4.022456
1.699207, 0.719943, 4.053627, -2.108129, 7.304400, 9.429774, -2.020232, 4.745368, 10.535316, 2.280672, 4.510755, 4.024277
1.688153, 0.706699, 4.058250, -2.102115, 7.291418, 9.426236, -2.017841, 4.749587, 10.541543, 2.290226, 4.505673, 4.026200
1.677599, 0.693257, 4.062659, -2.096090, 7.278340, 9.422683, -2.015412, 4.753789, 10.547687, 2.300050, 4.500762, 4.028217
1.667559, 0.679616, 4.066848, -2.090064, 7.265196, 9.419113, -2.012946, 4.757967, 10.553748, 2.310121, 4.496016, 4.030322
1.658047, 0.665775, 4.070813, -2.084050, 7.252013, 9.415522, -2.010441, 4.762114, 10.559725, 2.320415, 4.491430, 4.032506
1.649069, 0.651732, 4.074551, -2.078059, 7.238820, 9.411908, -2.007898, 4.766223, 10.565616, 2.330908, 4.486998, 4.034763
1.640630, 0.637491, 4.078059, -2.072104, 7.225644, 9.408266, -2.005317, 4.770287, 10.571421, 2.341573, 4.482717, 4.037085
1.632731, 0.623053, 4.081338, -2.066195, 7.212510, 9.404593, -2.002696, 4.774298, 10.577142, 2.352384, 4.478580, 4.039464
1.625368, 0.608422, 4.084387, -2.060346, 7.199443, 9.400883, -2.000037, 4.778248, 10.582778, 2.363315, 4.474585, 4.041895
1.618534, 0.593605, 4.087208, -2.054568, 7.186467, 9.397132, -1.997338, 4.782127, 10.588331, 2.374335, 4.470729, 4.044370
1.612218, 0.578610, 4.089803, -2.048874, 7.173607, 9.393333, -1.994599, 4.785927, 10.593802, 2.385418, 4.467009, 4.046882
1.606405, 0.563446, 4.092174, -2.043275, 7.160883, 9.389481, -1.991821, 4.789639, 10.599194, 2.396533, 4.463423, 4.049427
1.601077, 0.548124, 4.094325, -2.037784, 7.148318, 9.385570, -1.989002, 4.793253, 10.604508, 2.407650, 4.459970, 4.051998
1.596214, 0.532659, 4.096260, -2.032412, 7.135933, 9.381591, -1.986144, 4.796760, 10.609748, 2.418740, 4.456649, 4.054591
1.591791, 0.517065, 4.097983, -2.027170, 7.123746, 9.377539, -1.983245, 4.800151, 10.614918, 2.429771, 4.453460, 4.057201
1.587782, 0.501360, 4.099498, -2.022069, 7.111776, 9.373405, -1.980305, 4.803416, 10.620020, 2.440712, 4.450404, 4.059824
1.584160, 0.485563, 4.100810, -2.017119, 7.100042, 9.369183, -1.977323, 4.806546, 10.625059, 2.451532, 4.447482, 4.062458
1.580895, 0.469694, 4.101922, -2.012330, 7.088559, 9.364863, -1.974301, 4.809531, 10.630038, 2.462200, 4.444695, 4.065101
1.577955, 0.453776, 4.102838, -2.007711, 7.077343, 9.360440, -1.971236, 4.812365, 10.634963, 2.472683, 4.442047, 4.067750
1.575310, 0.437831, 4.103562, -2.003271, 7.066410, 9.355903, -1.968129, 4.815038, 10.639837, 2.482950, 4.439539, 4.070407
1.572925, 0.421884, 4.104095, -1.999016, 7.055770, 9.351246, -1.964979, 4.817544, 10.644665, 2.492969, 4.437174, 4.073070
1.570768, 0.405961, 4.104442, -1.994955, 7.045438, 9.346461, -1.961786, 4.819874, 10.649452, 2.502710, 4.434957, 4.075742
1.568807, 0.390088, 4.104602, -1.991092, 7.035422, 9.341539, -1.958549, 4.822024, 10.654202, 2.512142, 4.432890, 4.078425
1.567007, 0.374292, 4.104577, -1.987433, 7.025733, 9.336473, -1.955268, 4.823989, 10.658919, 2.521234, 4.430978, 4.081123
1.565336, 0.358600, 4.104367, -1.983982, 7.016378, 9.331257, -1.951942, 4.825763, 10.663608, 2.529957, 4.429224, 4.083839
1.563762, 0.343042, 4.103971, -1.980741, 7.007363, 9.325882, -1.948571, 4.827343, 10.668272, 2.538282, 4.427632, 4.086580
1.562255, 0.327643, 4.103389, -1.977713, 6.998693, 9.320343, -1.945155, 4.828728, 10.672914, 2.546180, 4.426205, 4.089352
1.560782, 0.312433, 4.102618, -1.974899, 6.990372, 9.314632, -1.941693, 4.829917, 10.677539, 2.553627, 4.424947, 4.092163
1.559317, 0.297439, 4.101657, -1.972299, 6.982401, 9.308745, -1.938186, 4.830909, 10.682148, 2.560595, 4.423861, 4.095023
1.557830, 0.282689, 4.100502, -1.969911, 6.974782, 9.302675, -1.934633, 4.831706, 10.686744, 2.567062, 4.422949, 4.097940
1.556294, 0.268207, 4.099150, -1.967734, 6.967512, 9.296419, -1.931034, 4.832311, 10.691329, 2.573005, 4.422214, 4.100927
1.554686, 0.254021, 4.097597, -1.965765, 6.960589, 9.289973, -1.927391, 4.832727, 10.695903, 2.578404, 4.421657, 4.103996
1.552981, 0.240153, 4.095839, -1.964001, 6.954010, 9.283332, -1.923703, 4.832960, 10.700467, 2.583242, 4.421278, 4.107159
1.551156, 0.226628, 4.093872, -1.962436, 6.947770, 9.276494, -1.919972, 4.833016, 10.705021, 2.587501, 4.421079, 4.110430
1.549192, 0.213468, 4.091693, -1.961066, 6.941862, 9.269458, -1.916198, 4.832903, 10.709564, 2.591169, 4.421058, 4.113824
1.547069, 0.200691, 4.089296, -1.959884, 6.936278, 9.262221, -1.912384, 4.832630, 10.714093, 2.594235, 4.421214, 4.117356
1.544770, 0.188317, 4.086679, -1.958884, 6.931010, 9.254784, -1.908532, 4.832208, 10.718607, 2.596690, 4.421545, 4.121039
1.542279, 0.176362, 4.083839, -1.958060, 6.926048, 9.247147, -1.904644, 4.831647, 10.723103, 2.598528, 4.422048, 4.124890
1.539583, 0.164840, 4.080773, -1.957403, 6.921382, 9.239312, -1.900723, 4.830960, 10.727576, 2.599747, 4.422719, 4.128922
1.536667, 0.153766, 4.077479, -1.956907, 6.917000, 9.231281, -1.896772, 4.830162, 10.732021, 2.600346, 4.423553, 4.133148
1.533522, 0.143148, 4.073956, -1.956563, 6.912891, 9.223057, -1.892797, 4.829266, 10.736433, 2.600329, 4.424546, 4.137582
1.530137, 0.132997, 4.070204, -1.956364, 6.909042, 9.214645, -1.888801, 4.828289, 10.740806, 2.599700, 4.425691, 4.142234
1.526505, 0.123319, 4.066225, -1.956301, 6.905441, 9.206048, -1.884791, 4.827246, 10.745133, 2.598468, 4.426981, 4.147113
1.522620, 0.114118, 4.062019, -1.956366, 6.902074, 9.197275, -1.880773, 4.826156, 10.749405, 2.596644, 4.428410, 4.152228
1.518475, 0.105398, 4.057590, -1.956552, 6.898928, 9.188330, -1.876753, 4.825036, 10.753615, 2.594241, 4.429969, 4.157582
1.514067, 0.097161, 4.052943, -1.956851, 6.895990, 9.179223, -1.872740, 4.823904, 10.757753, 2.591277, 4.431651, 4.163181
1.509394, 0.089404, 4.048082, -1.957256, 6.893246, 9.169962, -1.868742, 4.822780, 10.761810, 2.587769, 4.433446, 4.169023
1.504454, 0.082127, 4.043015, -1.957759, 6.890685, 9.160557, -1.864768, 4.821683, 10.765775, 2.583739, 4.435346, 4.175106
1.499248, 0.075325, 4.037748, -1.958354, 6.888293, 9.151019, -1.860828, 4.820633, 10.769639, 2.579210, 4.437342, 4.181426
