its, t_max, delta_t, its_eq, -, -, -, -, -, -, -, -
20000, 20, 0.001000, 20000, 0, 0, 0, 0, 0, 0, 0, 0
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
3.849782, 4.202899, -2.616820, -0.393916, 11.010627, 9.245390, 2.613733, 8.708802, 11.523201, 8.231003, -1.597934, 2.179262
3.837863, 4.200992, -2.621149, -0.394941, 11.015320, 9.251037, 2.624048, 8.700592, 11.522297, 8.229967, -1.594714, 2.183295
3.826037, 4.198999, -2.625229, -0.395923, 11.019814, 9.256671, 2.634189, 8.692513, 11.521374, 8.228983, -1.591427, 2.187391
3.814302, 4.196926, -2.629060, -0.396862, 11.024114, 9.262284, 2.644120, 8.684596, 11.520440, 8.228042, -1.588077, 2.191546
3.802656, 4.194782, -2.632641, -0.397757, 11.028221, 9.267869, 2.653805, 8.676873, 11.519502, 8.227139, -1.584669, 2.195756
3.791095, 4.192571, -2.635972, -0.398609, 11.032141, 9.273419, 2.663209, 8.669376, 11.518570, 8.226267, -1.581208, 2.200017
3.779617, 4.190301, -2.639054, -0.399416, 11.035876, 9.278927, 2.672295, 8.662136, 11.517651, 8.225417, -1.577699, 2.204323
3.768221, 4.187977, -2.641886, -0.400178, 11.039429, 9.284388, 2.681026, 8.655183, 11.516755, 8.224584, -1.574150, 2.208670
3.756903, 4.185607, -2.644468, -0.400894, 11.042802, 9.289796, 2.689366, 8.648549, 11.515889, 8.223759, -1.570566, 2.213050
3.745662, 4.183195, -2.646800, -0.401564, 11.045999, 9.295147, 2.697278, 8.642261, 11.515062, 8.222936, -1.566954, 2.217459
3.734495, 4.180748, -2.648882, -0.402187, 11.049022, 9.300435, 2.704728, 8.636346, 11.514283, 8.222105, -1.563323, 2.221887
3.723401, 4.178271, -2.650714, -0.402761, 11.051873, 9.305657, 2.711681, 8.630829, 11.513560, 8.221259, -1.559679, 2.226327
3.712379, 4.175769, -2.652296, -0.403286, 11.054553, 9.310809, 2.718105, 8.625733, 11.512902, 8.220391, -1.556032, 2.230771
3.701428, 4.173247, -2.653628, -0.403760, 11.057064, 9.315888, 2.723969, 8.621077, 11.512314, 8.219492, -1.552390, 2.235207
3.690549, 4.170709, -2.654710, -0.404183, 11.059408, 9.320890, 2.729244, 8.616879, 11.511806, 8.218556, -1.548763, 2.239626
3.679742, 4.168160, -2.655542, -0.404554, 11.061585, 9.325813, 2.733907, 8.613152, 11.511382, 8.217575, -1.545159, 2.244015
3.669006, 4.165605, -2.656125, -0.404872, 11.063596, 9.330655, 2.737934, 8.609907, 11.511050, 8.216541, -1.541590, 2.248362
3.658343, 4.163046, -2.656460, -0.405135, 11.065442, 9.335413, 2.741308, 8.607148, 11.510813, 8.215448, -1.538064, 2.252654
3.647753, 4.160489, -2.656547, -0.405343, 11.067123, 9.340086, 2.744014, 8.604878, 11.510676, 8.214290, -1.534594, 2.256875
3.637237, 4.157936, -2.656388, -0.405495, 11.068640, 9.344672, 2.746043, 8.603094, 11.510641, 8.213061, -1.531189, 2.261011
3.626796, 4.155391, -2.655984, -0.405590, 11.069992, 9.349169, 2.747390, 8.601791, 11.510711, 8.211756, -1.527860, 2.265046
3.616432, 4.152858, -2.655337, -0.405628, 11.071180, 9.353576, 2.748055, 8.600958, 11.510884, 8.210369, -1.524618, 2.268962
3.606146, 4.150339, -2.654449, -0.405607, 11.072205, 9.357891, 2.748043, 8.600580, 11.511160, 8.208897, -1.521476, 2.272742
3.595940, 4.147839, -2.653322, -0.405527, 11.073064, 9.362114, 2.747364, 8.600641, 11.511537, 8.207336, -1.518442, 2.276368
3.585815, 4.145360, -2.651959, -0.405388, 11.073759, 9.366242, 2.746031, 8.601117, 11.512010, 8.205683, -1.515529, 2.279820
3.575774, 4.142904, -2.650364, -0.405189, 11.074289, 9.370277, 2.744063, 8.601986, 11.512574, 8.203937, -1.512747, 2.283081
3.565818, 4.140476, -2.648539, -0.404929, 11.074654, 9.374215, 2.741485, 8.603220, 11.513222, 8.202097, -1.510107, 2.286130
3.555951, 4.138077, -2.646489, -0.404608, 11.074854, 9.378057, 2.738322, 8.604790, 11.513946, 8.200161, -1.507619, 2.288948
3.546175, 4.135711, -2.644219, -0.404227, 11.074887, 9.381801, 2.734606, 8.606665, 11.514736, 8.198131, -1.505292, 2.291516
3.536492, 4.133380, -2.641734, -0.403784, 11.074754, 9.385448, 2.730369, 8.608814, 11.515583, 8.196007, -1.503136, 2.293815
3.526906, 4.131088, -2.639038, -0.403279, 11.074454, 9.388995, 2.725649, 8.611202, 11.516474, 8.193791, -1.501159, 2.295828
3.517420, 4.128837, -2.636139, -0.402712, 11.073987, 9.392443, 2.720483, 8.613795, 11.517399, 8.191485, -1.499370, 2.297536
3.508037, 4.126630, -2.633043, -0.402085, 11.073353, 9.395791, 2.714913, 8.616560, 11.518344, 8.189093, -1.497777, 2.298923
3.498762, 4.124469, -2.629758, -0.401395, 11.072551, 9.399038, 2.708979, 8.619461, 11.519297, 8.186619, -1.496384, 2.299974
3.489597, 4.122357, -2.626291, -0.400645, 11.071582, 9.402183, 2.702724, 8.622464, 11.520246, 8.184065, -1.495198, 2.300674
3.480547, 4.120296, -2.622651, -0.399833, 11.070445, 9.405225, 2.696191, 8.625536, 11.521178, 8.181437, -1.494224, 2.301012
3.471615, 4.118289, -2.618847, -0.398962, 11.069140, 9.408164, 2.689423, 8.628643, 11.522082, 8.178740, -1.493464, 2.300978
3.462807, 4.116338, -2.614891, -0.398030, 11.067669, 9.410999, 2.682464, 8.631753, 11.522948, 8.175977, -1.492921, 2.300562
3.454126, 4.114447, -2.610791, -0.397040, 11.066031, 9.413729, 2.675356, 8.634834, 11.523764, 8.173155, -1.492596, 2.299759
3.445577, 4.112616, -2.606560, -0.395991, 11.064227, 9.416352, 2.668141, 8.637856, 11.524523, 8.170278, -1.492488, 2.298565
3.437165, 4.110850, -2.602211, -0.394886, 11.062258, 9.418867, 2.660859, 8.640791, 11.525216, 8.167352, -1.492598, 2.296978
3.428894, 4.109152, -2.597755, -0.393725, 11.060126, 9.421273, 2.653551, 8.643610, 11.525838, 8.164379, -1.492921, 2.294999
3.420771, 4.107524, -2.593209, -0.392509, 11.057831, 9.423568, 2.646255, 8.646289, 11.526384, 8.161366, -1.493454, 2.292630
3.412800, 4.105970, -2.588585, -0.391241, 11.055375, 9.425751, 2.639008, 8.648801, 11.526853, 8.158314, -1.494193, 2.289878
3.404988, 4.104493, -2.583899, -0.389923, 11.052762, 9.427820, 2.631846, 8.651125, 11.527242, 8.155229, -1.495132, 2.286750
3.397340, 4.103099, -2.579169, -0.388557, 11.049992, 9.429772, 2.624803, 8.653239, 11.527555, 8.152112, -1.496263, 2.283255
3.389861, 4.101791, -2.574410, -0.387145, 11.047069, 9.431606, 2.617911, 8.655122, 11.527793, 8.148967, -1.497579, 2.279405
3.382559, 4.100575, -2.569642, -0.385691, 11.043996, 9.433319, 2.611201, 8.656758, 11.527962, 8.145794, -1.499070, 2.275212
3.375440, 4.099456, -2.564882, -0.384198, 11.040777, 9.434909, 2.604702, 8.658129, 11.528070, 8.142596, -1.500729, 2.270694
3.368510, 4.098441, -2.560151, -0.382669, 11.037415, 9.436373, 2.598441, 8.659220, 11.528124, 8.139373, -1.502544, 2.265864
3.361776, 4.097536, -2.555468, -0.381110, 11.033915, 9.437707, 2.592442, 8.660018, 11.528135, 8.136125, -1.504506, 2.260741
3.355244, 4.096750, -2.550854, -0.379525, 11.030281, 9.438908, 2.586731, 8.660509, 11.528114, 8.132852, -1.506602, 2.255344
3.348922, 4.096089, -2.546329, -0.377920, 11.026520, 9.439973, 2.581327, 8.660685, 11.528074, 8.129555, -1.508823, 2.249691
3.342815, 4.095562, -2.541914, -0.376300, 11.022635, 9.440898, 2.576252, 8.660534, 11.528029, 8.126230, -1.511156, 2.243802
3.336931, 4.095178, -2.537630, -0.374671, 11.018635, 9.441678, 2.571522, 8.660050, 11.527993, 8.122878, -1.513590, 2.237697
3.331277, 4.094946, -2.533498, -0.373041, 11.014524, 9.442310, 2.567154, 8.659224, 11.527981, 8.119497, -1.516113, 2.231395
3.325858, 4.094876, -2.529538, -0.371417, 11.010311, 9.442787, 2.563161, 8.658051, 11.528009, 8.116084, -1.518714, 2.224919
3.320681, 4.094977, -2.525770, -0.369807, 11.006002, 9.443105, 2.559557, 8.656527, 11.528091, 8.112638, -1.521382, 2.218286
3.315751, 4.095260, -2.522211, -0.368221, 11.001605, 9.443259, 2.556350, 8.654648, 11.528242, 8.109155, -1.524105, 2.211517
3.311074, 4.095734, -2.518881, -0.366668, 10.997129, 9.443242, 2.553549, 8.652411, 11.528477, 8.105634, -1.526874, 2.204632
3.306655, 4.096409, -2.515796, -0.365157, 10.992583, 9.443049, 2.551160, 8.649816, 11.528808, 8.102073, -1.529677, 2.197649
3.302498, 4.097296, -2.512970, -0.363700, 10.987974, 9.442672, 2.549188, 8.646861, 11.529250, 8.098468, -1.532505, 2.190587
3.298606, 4.098403, -2.510416, -0.362308, 10.983313, 9.442107, 2.547634, 8.643547, 11.529813, 8.094816, -1.535349, 2.183463
3.294984, 4.099741, -2.508146, -0.360992, 10.978608, 9.441344, 2.546499, 8.639875, 11.530509, 8.091115, -1.538201, 2.176294
3.291633, 4.101317, -2.506169, -0.359766, 10.973870, 9.440378, 2.545781, 8.635847, 11.531346, 8.087363, -1.541051, 2.169097
3.288554, 4.103140, -2.504492, -0.358641, 10.969109, 9.439201, 2.545477, 8.631467, 11.532333, 8.083557, -1.543894, 2.161888
3.285749, 4.105216, -2.503120, -0.357632, 10.964333, 9.437805, 2.545581, 8.626738, 11.533476, 8.079694, -1.546721, 2.154682
3.283217, 4.107553, -2.502055, -0.356752, 10.959554, 9.436182, 2.546086, 8.621665, 11.534781, 8.075772, -1.549527, 2.147492
3.280957, 4.110155, -2.501298, -0.356014, 10.954781, 9.434325, 2.546984, 8.616253, 11.536251, 8.071789, -1.552305, 2.140333
3.278968, 4.113028, -2.500846, -0.355432, 10.950023, 9.432225, 2.548265, 8.610508, 11.537890, 8.067742, -1.555052, 2.133217
3.277247, 4.116173, -2.500694, -0.355021, 10.945291, 9.429875, 2.549918, 8.604436, 11.539699, 8.063631, -1.557761, 2.126158
3.275790, 4.119592, -2.500836, -0.354795, 10.940593, 9.427267, 2.551929, 8.598045, 11.541678, 8.059453, -1.560430, 2.119168
3.274593, 4.123287, -2.501263, -0.354766, 10.935938, 9.424393, 2.554285, 8.591343, 11.543825, 8.055206, -1.563054, 2.112257
3.273651, 4.127256, -2.501964, -0.354948, 10.931334, 9.421246, 2.556970, 8.584339, 11.546140, 8.050890, -1.565631, 2.105437
3.272959, 4.131496, -2.502925, -0.355355, 10.926791, 9.417817, 2.559970, 8.577041, 11.548618, 8.046503, -1.568160, 2.098719
3.272509, 4.136004, -2.504133, -0.355998, 10.922315, 9.414102, 2.563266, 8.569458, 11.551257, 8.042044, -1.570637, 2.092111
3.272294, 4.140774, -2.505572, -0.356889, 10.917915, 9.410092, 2.566842, 8.561602, 11.554052, 8.037511, -1.573063, 2.085625
3.272306, 4.145798, -2.507225, -0.358038, 10.913596, 9.405782, 2.570679, 8.553481, 11.556999, 8.032904, -1.575437, 2.079269
3.272537, 4.151066, -2.509072, -0.359455, 10.909365, 9.401168, 2.574759, 8.545107, 11.560090, 8.028223, -1.577758, 2.073052
3.272977, 4.156568, -2.511096, -0.361148, 10.905227, 9.396243, 2.579062, 8.536491, 11.563321, 8.023466, -1.580028, 2.066983
3.273616, 4.162290, -2.513277, -0.363124, 10.901189, 9.391005, 2.583568, 8.527645, 11.566685, 8.018632, -1.582248, 2.061071
3.274442, 4.168217, -2.515595, -0.365388, 10.897253, 9.385450, 2.588258, 8.518580, 11.570174, 8.013722, -1.584420, 2.055324
3.275446, 4.174331, -2.518030, -0.367945, 10.893423, 9.379576, 2.593111, 8.509310, 11.573782, 8.008735, -1.586544, 2.049750
3.276615, 4.180612, -2.520563, -0.370795, 10.889701, 9.373381, 2.598107, 8.499846, 11.577500, 8.003671, -1.588625, 2.044356
3.277935, 4.187038, -2.523173, -0.373940, 10.886090, 9.366865, 2.603225, 8.490202, 11.581321, 7.998529, -1.590664, 2.039152
3.279394, 4.193585, -2.525842, -0.377377, 10.882591, 9.360028, 2.608443, 8.480392, 11.585237, 7.993311, -1.592666, 2.034143
3.280977, 4.200227, -2.528552, -0.381105, 10.879205, 9.352872, 2.613741, 8.470429, 11.589237, 7.988016, -1.594633, 2.029338
3.282671, 4.206936, -2.531286, -0.385116, 10.875931, 9.345401, 2.619098, 8.460329, 11.593315, 7.982645, -1.596570, 2.024745
3.284459, 4.213680, -2.534028, -0.389406, 10.872770, 9.337617, 2.624490, 8.450105, 11.597460, 7.977200, -1.598480, 2.020371
3.286325, 4.220430, -2.536763, -0.393964, 10.869721, 9.329527, 2.629897, 8.439774, 11.601663, 7.971680, -1.600366, 2.016222
3.288254, 4.227151, -2.539476, -0.398781, 10.866783, 9.321136, 2.635297, 8.429350, 11.605915, 7.966087, -1.602235, 2.012306
3.290229, 4.233808, -2.542157, -0.403845, 10.863954, 9.312452, 2.640666, 8.418849, 11.610205, 7.960423, -1.604090, 2.008629
3.292233, 4.240367, -2.544794, -0.409142, 10.861235, 9.303483, 2.645984, 8.408287, 11.614524, 7.954688, -1.605937, 2.005198
3.294247, 4.246792, -2.547378, -0.414658, 10.858622, 9.294241, 2.651226, 8.397680, 11.618862, 7.948883, -1.607779, 2.002019
3.296255, 4.253044, -2.549901, -0.420377, 10.856114, 9.284735, 2.656370, 8.387045, 11.623208, 7.943012, -1.609623, 1.999097
3.298238, 4.259088, -2.552356, -0.426282, 10.853708, 9.274977, 2.661393, 8.376399, 11.627552, 7.937074, -1.611473, 1.996439
3.300178, 4.264887, -2.554738, -0.432358, 10.851402, 9.264982, 2.666272, 8.365758, 11.631884, 7.931072, -1.613335, 1.994048
3.302058, 4.270404, -2.557042, -0.438585, 10.849193, 9.254762, 2.670984, 8.355139, 11.636191, 7.925008, -1.615213, 1.991930
3.303859, 4.275604, -2.559265, -0.444946, 10.847078, 9.244333, 2.675504, 8.344559, 11.640465, 7.918883, -1.617112, 1.990088
3.305563, 4.280452, -2.561404, -0.451422, 10.845054, 9.233710, 2.679811, 8.334036, 11.644694, 7.912700, -1.619037, 1.988525
3.307154, 4.284915, -2.563458, -0.457996, 10.843119, 9.222909, 2.683880, 8.323587, 11.648866, 7.906461, -1.620992, 1.987245
3.308615, 4.288962, -2.565426, -0.464648, 10.841268, 9.211947, 2.687688, 8.313228, 11.652972, 7.900168, -1.622982, 1.986247
3.309929, 4.292563, -2.567308, -0.471360, 10.839499, 9.200842, 2.691214, 8.302976, 11.657000, 7.893823, -1.625010, 1.985534
3.311081, 4.295693, -2.569104, -0.478114, 10.837808, 9.189611, 2.694434, 8.292847, 11.660940, 7.887428, -1.627081, 1.985106
3.312058, 4.298329, -2.570813, -0.484894, 10.836192, 9.178272, 2.697326, 8.282859, 11.664780, 7.880986, -1.629196, 1.984961
3.312846, 4.300448, -2.572436, -0.491681, 10.834648, 9.166845, 2.699869, 8.273027, 11.668510, 7.874499, -1.631359, 1.985099
3.313434, 4.302036, -2.573972, -0.498460, 10.833171, 9.155348, 2.702042, 8.263367, 11.672119, 7.867969, -1.633572, 1.985515
3.313812, 4.303079, -2.575421, -0.505215, 10.831759, 9.143800, 2.703826, 8.253894, 11.675598, 7.861398, -1.635838, 1.986207
3.313971, 4.303568, -2.576783, -0.511933, 10.830409, 9.132221, 2.705202, 8.244623, 11.678934, 7.854788, -1.638157, 1.987168
3.313904, 4.303498, -2.578056, -0.518598, 10.829115, 9.120630, 2.706152, 8.235567, 11.682119, 7.848141, -1.640529, 1.988394
3.313607, 4.302867, -2.579238, -0.525198, 10.827876, 9.109046, 2.706659, 8.226741, 11.685142, 7.841459, -1.642957, 1.989876
3.313077, 4.301679, -2.580327, -0.531722, 10.826685, 9.097490, 2.706709, 8.218157, 11.687993, 7.834743, -1.645438, 1.991605
3.312312, 4.299939, -2.581320, -0.538158, 10.825541, 9.085980, 2.706289, 8.209827, 11.690662, 7.827994, -1.647972, 1.993572
3.311312, 4.297659, -2.582213, -0.544497, 10.824439, 9.074537, 2.705387, 8.201762, 11.693141, 7.821213, -1.650557, 1.995766
3.310080, 4.294851, -2.583002, -0.550731, 10.823373, 9.063179, 2.703993, 8.193971, 11.695421, 7.814400, -1.653192, 1.998173
3.308621, 4.291534, -2.583682, -0.556850, 10.822341, 9.051926, 2.702101, 8.186463, 11.697492, 7.807557, -1.655873, 2.000780
3.306940, 4.287727, -2.584249, -0.562848, 10.821337, 9.040796, 2.699704, 8.179246, 11.699347, 7.800682, -1.658597, 2.003572
3.305044, 4.283452, -2.584697, -0.568718, 10.820357, 9.029809, 2.696798, 8.172326, 11.700977, 7.793776, -1.661359, 2.006533
3.302942, 4.278736, -2.585021, -0.574456, 10.819394, 9.018981, 2.693384, 8.165710, 11.702374, 7.786836, -1.664156, 2.009644
3.300644, 4.273605, -2.585215, -0.580056, 10.818446, 9.008332, 2.689461, 8.159401, 11.703531, 7.779863, -1.666981, 2.012887
3.298163, 4.268089, -2.585275, -0.585515, 10.817505, 8.997879, 2.685032, 8.153405, 11.704441, 7.772853, -1.669829, 2.016242
3.295510, 4.262218, -2.585196, -0.590829, 10.816568, 8.987639, 2.680103, 8.147723, 11.705096, 7.765805, -1.672694, 2.019688
3.292698, 4.256025, -2.584974, -0.595996, 10.815629, 8.977629, 2.674681, 8.142358, 11.705489, 7.758716, -1.675568, 2.023204
3.289744, 4.249541, -2.584605, -0.601015, 10.814681, 8.967866, 2.668774, 8.137311, 11.705616, 7.751583, -1.678444, 2.026767
3.286660, 4.242801, -2.584086, -0.605883, 10.813721, 8.958364, 2.662392, 8.132581, 11.705468, 7.744401, -1.681315, 2.030355
3.283464, 4.235839, -2.583416, -0.610600, 10.812741, 8.949140, 2.655549, 8.128168, 11.705042, 7.737168, -1.684171, 2.033943
3.280171, 4.228689, -2.582593, -0.615165, 10.811736, 8.940207, 2.648257, 8.124071, 11.704331, 7.729878, -1.687004, 2.037509
3.276798, 4.221384, -2.581619, -0.619578, 10.810700, 8.931580, 2.640532, 8.120287, 11.703331, 7.722528, -1.689806, 2.041028
3.273361, 4.213959, -2.580494, -0.623839, 10.809627, 8.923271, 2.632388, 8.116813, 11.702039, 7.715112, -1.692567, 2.044478
3.269877, 4.206447, -2.579221, -0.627949, 10.808511, 8.915292, 2.623844, 8.113646, 11.700450, 7.707626, -1.695277, 2.047833
3.266363, 4.198881, -2.577805, -0.631907, 10.807346, 8.907653, 2.614917, 8.110782, 11.698562, 7.700065, -1.697929, 2.051072
3.262836, 4.191292, -2.576250, -0.635714, 10.806127, 8.900365, 2.605626, 8.108215, 11.696373, 7.692425, -1.700512, 2.054171
3.259312, 4.183713, -2.574563, -0.639371, 10.804847, 8.893436, 2.595988, 8.105940, 11.693882, 7.684702, -1.703018, 2.057110
3.255807, 4.176173, -2.572753, -0.642878, 10.803502, 8.886873, 2.586025, 8.103952, 11.691087, 7.676891, -1.705438, 2.059867
3.252336, 4.168700, -2.570829, -0.646236, 10.802086, 8.880683, 2.575754, 8.102244, 11.687990, 7.668988, -1.707764, 2.062423
3.248916, 4.161323, -2.568801, -0.649445, 10.800593, 8.874871, 2.565197, 8.100809, 11.684590, 7.660992, -1.709987, 2.064760
3.245560, 4.154069, -2.566680, -0.652505, 10.799019, 8.869441, 2.554372, 8.099640, 11.680889, 7.652899, -1.712100, 2.066860
3.242282, 4.146963, -2.564479, -0.655418, 10.797357, 8.864395, 2.543300, 8.098731, 11.676891, 7.644709, -1.714096, 2.068710
3.239095, 4.140028, -2.562212, -0.658182, 10.795605, 8.859735, 2.532000, 8.098073, 11.672598, 7.636422, -1.715967, 2.070295
3.236013, 4.133288, -2.559892, -0.660799, 10.793756, 8.855462, 2.520491, 8.097660, 11.668014, 7.628037, -1.717709, 2.071604
3.233048, 4.126764, -2.557534, -0.663267, 10.791807, 8.851575, 2.508794, 8.097481, 11.663144, 7.619558, -1.719315, 2.072628
3.230210, 4.120478, -2.555154, -0.665587, 10.789753, 8.848072, 2.496927, 8.097531, 11.657994, 7.610988, -1.720781, 2.073359
3.227510, 4.114447, -2.552767, -0.667758, 10.787591, 8.844951, 2.484909, 8.097800, 11.652570, 7.602332, -1.722104, 2.073792
3.224959, 4.108690, -2.550390, -0.669781, 10.785316, 8.842208, 2.472760, 8.098280, 11.646878, 7.593597, -1.723280, 2.073924
3.222566, 4.103224, -2.548037, -0.671654, 10.782926, 8.839839, 2.460496, 8.098963, 11.640926, 7.584790, -1.724307, 2.073753
3.220340, 4.098064, -2.545724, -0.673377, 10.780417, 8.837840, 2.448137, 8.099840, 11.634721, 7.575921, -1.725184, 2.073280
3.218288, 4.093226, -2.543467, -0.674949, 10.777786, 8.836203, 2.435700, 8.100902, 11.628272, 7.567002, -1.725911, 2.072508
3.216418, 4.088723, -2.541281, -0.676370, 10.775029, 8.834924, 2.423203, 8.102142, 11.621588, 7.558046, -1.726488, 2.071441
3.214737, 4.084568, -2.539178, -0.677639, 10.772145, 8.833995, 2.410664, 8.103549, 11.614676, 7.549067, -1.726917, 2.070085
3.213251, 4.080772, -2.537171, -0.678755, 10.769130, 8.833411, 2.398099, 8.105117, 11.607547, 7.540081, -1.727199, 2.068449
3.211966, 4.077345, -2.535274, -0.679719, 10.765981, 8.833162, 2.385526, 8.106835, 11.600207, 7.531106, -1.727337, 2.066540
3.210886, 4.074297, -2.533495, -0.680528, 10.762697, 8.833244, 2.372960, 8.108695, 11.592667, 7.522159, -1.727335, 2.064370
3.210016, 4.071636, -2.531844, -0.681184, 10.759274, 8.833647, 2.360419, 8.110689, 11.584935, 7.513260, -1.727196, 2.061949
3.209359, 4.069370, -2.530328, -0.681685, 10.755711, 8.834365, 2.347917, 8.112807, 11.577019, 7.504429, -1.726926, 2.059289
3.208918, 4.067504, -2.528955, -0.682032, 10.752003, 8.835390, 2.335472, 8.115041, 11.568927, 7.495689, -1.726529, 2.056402
3.208695, 4.066042, -2.527726, -0.682224, 10.748150, 8.836716, 2.323097, 8.117382, 11.560666, 7.487059, -1.726011, 2.053301
3.208692, 4.064989, -2.526646, -0.682261, 10.744148, 8.838335, 2.310810, 8.119822, 11.552246, 7.478563, -1.725377, 2.050000
3.208909, 4.064347, -2.525714, -0.682143, 10.739995, 8.840241, 2.298623, 8.122351, 11.543672, 7.470222, -1.724634, 2.046511
3.209348, 4.064116, -2.524929, -0.681870, 10.735687, 8.842427, 2.286553, 8.124962, 11.534951, 7.462059, -1.723787, 2.042847
3.210007, 4.064298, -2.524289, -0.681444, 10.731221, 8.844887, 2.274613, 8.127645, 11.526089, 7.454094, -1.722842, 2.039022
3.210886, 4.064890, -2.523788, -0.680864, 10.726595, 8.847614, 2.262817, 8.130393, 11.517092, 7.446349, -1.721806, 2.035049
3.211983, 4.065891, -2.523420, -0.680131, 10.721806, 8.850604, 2.251179, 8.133196, 11.507966, 7.438844, -1.720684, 2.030939
3.213297, 4.067296, -2.523176, -0.679245, 10.716850, 8.853851, 2.239713, 8.136046, 11.498714, 7.431600, -1.719482, 2.026706
3.214825, 4.069101, -2.523048, -0.678208, 10.711724, 8.857350, 2.228430, 8.138936, 11.489342, 7.424635, -1.718205, 2.022360
3.216564, 4.071302, -2.523024, -0.677020, 10.706425, 8.861095, 2.217344, 8.141855, 11.479852, 7.417965, -1.716860, 2.017912
3.218511, 4.073890, -2.523092, -0.675683, 10.700950, 8.865081, 2.206465, 8.144797, 11.470248, 7.411607, -1.715449, 2.013374
3.220662, 4.076860, -2.523239, -0.674197, 10.695296, 8.869306, 2.195805, 8.147753, 11.460533, 7.405576, -1.713979, 2.008755
3.223013, 4.080202, -2.523450, -0.672563, 10.689460, 8.873762, 2.185375, 8.150715, 11.450708, 7.399884, -1.712453, 2.004066
3.225561, 4.083908, -2.523711, -0.670783, 10.683439, 8.878447, 2.175184, 8.153674, 11.440776, 7.394543, -1.710875, 1.999315
3.228300, 4.087969, -2.524007, -0.668858, 10.677231, 8.883356, 2.165242, 8.156624, 11.430738, 7.389562, -1.709248, 1.994511
3.231227, 4.092374, -2.524321, -0.666789, 10.670834, 8.888484, 2.155558, 8.159555, 11.420594, 7.384950, -1.707573, 1.989664
3.234336, 4.097112, -2.524636, -0.664577, 10.664245, 8.893826, 2.146139, 8.162461, 11.410346, 7.380713, -1.705854, 1.984781
3.237622, 4.102174, -2.524938, -0.662223, 10.657464, 8.899377, 2.136994, 8.165334, 11.399994, 7.376856, -1.704092, 1.979871
3.241082, 4.107547, -2.525210, -0.659728, 10.650489, 8.905133, 2.128129, 8.168167, 11.389539, 7.373381, -1.702288, 1.974941
3.244709, 4.113222, -2.525435, -0.657092, 10.643321, 8.911087, 2.119550, 8.170952, 11.378981, 7.370291, -1.700442, 1.969999
3.248499, 4.119185, -2.525598, -0.654317, 10.635958, 8.917234, 2.111262, 8.173682, 11.368319, 7.367584, -1.698554, 1.965053
3.252448, 4.125427, -2.525683, -0.651403, 10.628404, 8.923568, 2.103271, 8.176351, 11.357555, 7.365259, -1.696624, 1.960108
3.256550, 4.131936, -2.525676, -0.648349, 10.620660, 8.930080, 2.095579, 8.178953, 11.346688, 7.363313, -1.694650, 1.955174
3.260801, 4.138700, -2.525563, -0.645158, 10.612729, 8.936764, 2.088190, 8.181480, 11.335718, 7.361741, -1.692632, 1.950256
3.265197, 4.145708, -2.525331, -0.641827, 10.604616, 8.943610, 2.081106, 8.183927, 11.324646, 7.360536, -1.690568, 1.945363
3.269734, 4.152949, -2.524966, -0.638358, 10.596328, 8.950609, 2.074329, 8.186288, 11.313472, 7.359693, -1.688456, 1.940500
3.274408, 4.160413, -2.524459, -0.634750, 10.587874, 8.957751, 2.067859, 8.188557, 11.302196, 7.359202, -1.686294, 1.935675
3.279216, 4.168088, -2.523797, -0.631002, 10.579261, 8.965022, 2.061698, 8.190731, 11.290820, 7.359054, -1.684078, 1.930894
3.284153, 4.175964, -2.522971, -0.627112, 10.570503, 8.972411, 2.055845, 8.192803, 11.279346, 7.359240, -1.681806, 1.926165
3.289216, 4.184031, -2.521974, -0.623080, 10.561614, 8.979902, 2.050299, 8.194771, 11.267772, 7.359749, -1.679475, 1.921495
3.294402, 4.192279, -2.520796, -0.618902, 10.552610, 8.987479, 2.045057, 8.196630, 11.256103, 7.360569, -1.677083, 1.916889
3.299707, 4.200699, -2.519433, -0.614577, 10.543509, 8.995124, 2.040119, 8.198376, 11.244339, 7.361690, -1.674625, 1.912356
3.305126, 4.209282, -2.517876, -0.610100, 10.534334, 9.002817, 2.035481, 8.200007, 11.232482, 7.363099, -1.672099, 1.907901
3.310658, 4.218017, -2.516122, -0.605469, 10.525107, 9.010538, 2.031140, 8.201519, 11.220536, 7.364783, -1.669502, 1.903532
3.316297, 4.226898, -2.514167, -0.600678, 10.515855, 9.018262, 2.027093, 8.202912, 11.208503, 7.366732, -1.666831, 1.899256
3.322040, 4.235913, -2.512006, -0.595723, 10.506608, 9.025966, 2.023335, 8.204183, 11.196386, 7.368932, -1.664082, 1.895077
3.327883, 4.245057, -2.509637, -0.590598, 10.497396, 9.033623, 2.019862, 8.205332, 11.184191, 7.371371, -1.661252, 1.891004
3.333823, 4.254318, -2.507057, -0.585295, 10.488252, 9.041204, 2.016669, 8.206358, 11.171920, 7.374037, -1.658339, 1.887043
3.339854, 4.263690, -2.504265, -0.579808, 10.479212, 9.048678, 2.013752, 8.207261, 11.159579, 7.376917, -1.655340, 1.883199
3.345973, 4.273163, -2.501258, -0.574129, 10.470315, 9.056016, 2.011104, 8.208044, 11.147173, 7.380001, -1.652253, 1.879478
