E_T_avg, N_sprinters, N_survived/N_sprinters (%), E_T
-2.913116, 987, 100.304878, -2.906605
-2.913106, 996, 100.911854, -2.911112
-2.913108, 1001, 100.502008, -2.913605
-2.913120, 1005, 100.399600, -2.915602
-2.913161, 1017, 101.194030, -2.921549
-2.913197, 1015, 99.803343, -2.920605
-2.913232, 1015, 100.000000, -2.920641
-2.913268, 1015, 100.000000, -2.920677
-2.913296, 1012, 99.704433, -2.919232
-2.913324, 1012, 100.000000, -2.919260
-2.913341, 1007, 99.505929, -2.916812
-2.913359, 1008, 100.099305, -2.917325
-2.913364, 1002, 99.404762, -2.914358
-2.913355, 996, 99.401198, -2.911360
-2.913343, 995, 99.899598, -2.910848
-2.913338, 998, 100.301508, -2.912342
-2.913322, 993, 99.498998, -2.909826
-2.913320, 999, 100.604230, -2.912822
-2.913318, 999, 100.000000, -2.912820
-2.913318, 1000, 100.100100, -2.913318
-2.913298, 991, 99.100000, -2.908797
-2.913273, 989, 99.798184, -2.907767
-2.913257, 993, 100.404449, -2.909761
-2.913244, 994, 100.100705, -2.910248
-2.913222, 990, 99.597586, -2.908219
-2.913202, 991, 100.101010, -2.908701
-2.913180, 990, 99.899092, -2.908177
-2.913163, 992, 100.202020, -2.909164
-2.913136, 988, 99.596774, -2.907126
-2.913117, 991, 100.303644, -2.908616
-2.913091, 988, 99.697275, -2.907081
-2.913067, 989, 100.101215, -2.907561
-2.913027, 981, 99.191102, -2.903476
-2.912969, 973, 99.184506, -2.899341
-2.912904, 970, 99.691675, -2.897739
-2.912849, 974, 100.412371, -2.899732
-2.912777, 966, 99.178645, -2.895553
-2.912689, 959, 99.275362, -2.891845
-2.912611, 963, 100.417101, -2.893839
-2.912553, 972, 100.934579, -2.898412
-2.912496, 973, 100.102881, -2.898867
-2.912449, 977, 100.411100, -2.900862
-2.912391, 972, 99.488229, -2.898249
-2.912345, 978, 100.617284, -2.901268
-2.912309, 982, 100.408998, -2.903263
-2.912258, 975, 99.287169, -2.899650
-2.912215, 979, 100.410256, -2.901646
-2.912170, 978, 99.897855, -2.901092
-2.912142, 986, 100.817996, -2.905121
-2.912128, 993, 100.709939, -2.908630
-2.912126, 999, 100.604230, -2.911628
-2.912125, 999, 100.000000, -2.911626
-2.912105, 990, 99.099099, -2.907099
-2.912083, 989, 99.898990, -2.906574
-2.912054, 985, 99.595551, -2.904526
-2.912032, 989, 100.406091, -2.906523
-2.912021, 994, 100.505561, -2.909023
-2.912005, 992, 99.798793, -2.908005
-2.911974, 984, 99.193548, -2.903941
-2.911942, 983, 99.898374, -2.903401
-2.911921, 989, 100.610376, -2.906411
-2.911919, 999, 101.011122, -2.911420
-2.911905, 993, 99.399399, -2.908406
-2.911883, 988, 99.496475, -2.905869
-2.911866, 991, 100.303644, -2.907362
-2.911847, 990, 99.899092, -2.906841
-2.911840, 996, 100.606061, -2.909843
-2.911830, 995, 99.899598, -2.909333
-2.911821, 995, 100.000000, -2.909324
-2.911827, 1003, 100.804020, -2.913319
-2.911819, 996, 99.302094, -2.909823
-2.911817, 999, 100.301205, -2.911319
-2.911807, 994, 99.499499, -2.908808
-2.911794, 993, 99.899396, -2.908294
-2.911781, 993, 100.000000, -2.908281
-2.911776, 997, 100.402820, -2.910279
-2.911774, 999, 100.200602, -2.911275
-2.911793, 1011, 101.201201, -2.917244
-2.911834, 1023, 101.186944, -2.923163
-2.911873, 1022, 99.902248, -2.922715
-2.911909, 1021, 99.902153, -2.922264
-2.911935, 1015, 99.412341, -2.919354
-2.911958, 1013, 99.802956, -2.918394
-2.911981, 1013, 100.000000, -2.918416
-2.912000, 1011, 99.802567, -2.917451
-2.912019, 1011, 100.000000, -2.917470
-2.912039, 1012, 100.098912, -2.917983
-2.912060, 1012, 100.000000, -2.918004
-2.912082, 1013, 100.098814, -2.918518
-2.912101, 1011, 99.802567, -2.917552
-2.912114, 1008, 99.703264, -2.916085
-2.912130, 1009, 100.099206, -2.916594
-2.912157, 1016, 100.693756, -2.920066
-2.912167, 1006, 99.015748, -2.915148
-2.912178, 1007, 100.099404, -2.915655
-2.912195, 1010, 100.297915, -2.917154
-2.912212, 1010, 100.000000, -2.917170
-2.912208, 998, 98.811881, -2.911211
-2.912185, 986, 98.797595, -2.905159
-2.912170, 991, 100.507099, -2.907665
-2.912160, 994, 100.302725, -2.909161
-2.912147, 992, 99.798793, -2.908144
-2.912125, 987, 99.495968, -2.905604
-2.912097, 983, 99.594732, -2.903552
-2.912083, 991, 100.813835, -2.907577
-2.912073, 994, 100.302725, -2.909074
-2.912063, 994, 100.000000, -2.909064
-2.912052, 993, 99.899396, -2.908551
-2.912053, 1001, 100.805639, -2.912552
-2.912053, 1000, 99.900100, -2.912053
-2.912052, 999, 99.900000, -2.911553
-2.912047, 997, 99.799800, -2.910550
-2.912044, 998, 100.100301, -2.911046
-2.912042, 999, 100.100200, -2.911544
-2.912047, 1003, 100.400400, -2.913540
-2.912053, 1004, 100.099701, -2.914043
-2.912063, 1006, 100.199203, -2.915044
-2.912084, 1014, 100.795229, -2.919014
-2.912097, 1008, 99.408284, -2.916069
-2.912106, 1006, 99.801587, -2.915088
-2.912125, 1012, 100.596421, -2.918070
-2.912152, 1018, 100.592885, -2.921045
-2.912187, 1023, 100.491159, -2.923522
-2.912210, 1015, 99.217986, -2.919631
-2.912225, 1010, 99.507389, -2.917185
-2.912243, 1012, 100.198020, -2.918189
-2.912263, 1013, 100.098814, -2.918701
-2.912269, 1004, 99.111550, -2.914259
-2.912266, 998, 99.402390, -2.911268
-2.912268, 1001, 100.300601, -2.912766
-2.912266, 999, 99.800200, -2.911767
-2.912269, 1002, 100.300300, -2.913265
-2.912269, 1000, 99.800399, -2.912269
-2.912259, 993, 99.300000, -2.908757
-2.912244, 990, 99.697885, -2.907233
-2.912236, 995, 100.505051, -2.909737
-2.912229, 995, 100.000000, -2.909730
-2.912220, 994, 99.899497, -2.909220
-2.912199, 986, 99.195171, -2.905171
-2.912186, 991, 100.507099, -2.907679
-2.912161, 983, 99.192735, -2.903613
-2.912135, 982, 99.898271, -2.903079
-2.912125, 993, 101.120163, -2.908622
-2.912116, 994, 100.100705, -2.909115
-2.912113, 998, 100.402414, -2.911115
-2.912116, 1002, 100.400802, -2.913112
-2.912120, 1003, 100.099800, -2.913614
-2.912130, 1007, 100.398804, -2.915608
-2.912133, 1002, 99.503476, -2.913129
-2.912139, 1004, 100.199601, -2.914129
-2.912147, 1006, 100.199203, -2.915130
-2.912157, 1007, 100.099404, -2.915635
-2.912164, 1005, 99.801390, -2.914651
-2.912177, 1009, 100.398010, -2.916644
-2.912192, 1011, 100.198216, -2.917646
-2.912207, 1011, 100.000000, -2.917662
-2.912229, 1016, 100.494560, -2.920144
-2.912243, 1010, 99.409449, -2.917204
-2.912246, 1002, 99.207921, -2.913242
-2.912236, 993, 99.101796, -2.908734
-2.912226, 993, 100.000000, -2.908724
-2.912224, 998, 100.503525, -2.911225
-2.912225, 1001, 100.300601, -2.912723
-2.912221, 997, 99.600400, -2.910723
-2.912225, 1003, 100.601805, -2.913719
-2.912232, 1005, 100.199402, -2.914719
-2.912241, 1007, 100.199005, -2.915720
-2.912253, 1009, 100.198610, -2.916721
-2.912248, 996, 98.711596, -2.910249
-2.912241, 995, 99.899598, -2.909742
-2.912240, 999, 100.402010, -2.911741
-2.912244, 1003, 100.400400, -2.913738
-2.912255, 1008, 100.498504, -2.916228
-2.912270, 1012, 100.396825, -2.918219
-2.912294, 1018, 100.592885, -2.921190
-2.912311, 1013, 99.508841, -2.918752
-2.912336, 1019, 100.592300, -2.921722
-2.912365, 1022, 100.294406, -2.923217
-2.912383, 1014, 99.217221, -2.919316
-2.912398, 1012, 99.802761, -2.918347
-2.912415, 1013, 100.098814, -2.918857
-2.912422, 1005, 99.210267, -2.914909
-2.912433, 1009, 100.398010, -2.916902
-2.912433, 1000, 99.108028, -2.912433
-2.912430, 997, 99.700000, -2.910931
-2.912423, 995, 99.799398, -2.909923
-2.912419, 997, 100.201005, -2.910921
-2.912406, 990, 99.297894, -2.907394
-2.912394, 990, 100.000000, -2.907381
-2.912378, 988, 99.797980, -2.906357
-2.912367, 991, 100.303644, -2.907858
-2.912364, 998, 100.706357, -2.911366
-2.912356, 994, 99.599198, -2.909355
-2.912351, 996, 100.201207, -2.910352
-2.912345, 995, 99.899598, -2.909845
-2.912338, 994, 99.899497, -2.909336
-2.912325, 990, 99.597586, -2.907312
-2.912316, 993, 100.303030, -2.908813
-2.912304, 990, 99.697885, -2.907291
-2.912290, 989, 99.898990, -2.906773
-2.912279, 991, 100.202224, -2.907769
-2.912264, 988, 99.697275, -2.906242
-2.912255, 993, 100.506073, -2.908751
-2.912239, 987, 99.395770, -2.905712
-2.912227, 990, 100.303951, -2.907214
-2.912218, 993, 100.303030, -2.908714
-2.912212, 995, 100.201410, -2.909712
-2.912217, 1004, 100.904523, -2.914208
-2.912224, 1006, 100.199203, -2.915208
-2.912229, 1004, 99.801193, -2.914220
-2.912236, 1006, 100.199203, -2.915220
-2.912240, 1003, 99.701789, -2.913734
-2.912242, 1002, 99.900299, -2.913239
-2.912234, 993, 99.101796, -2.908730
-2.912228, 995, 100.201410, -2.909727
-2.912228, 1000, 100.502513, -2.912228
-2.912223, 996, 99.600000, -2.910224
-2.912214, 993, 99.698795, -2.908711
-2.912213, 999, 100.604230, -2.911714
-2.912198, 987, 98.798799, -2.905671
-2.912179, 984, 99.696049, -2.904133
-2.912159, 983, 99.898374, -2.903606
-2.912135, 980, 99.694812, -2.902057
-2.912104, 974, 99.387755, -2.898963
-2.912073, 974, 100.000000, -2.898932
-2.912039, 971, 99.691992, -2.897359
-2.912002, 969, 99.794027, -2.896293
-2.911959, 964, 99.484004, -2.893670
-2.911913, 961, 99.688797, -2.892069
-2.911866, 960, 99.895942, -2.891502
-2.911826, 966, 100.625000, -2.894570
-2.911786, 966, 100.000000, -2.894530
-2.911757, 975, 100.931677, -2.899127
-2.911733, 979, 100.410256, -2.901145
-2.911716, 986, 100.715015, -2.904683
-2.911693, 980, 99.391481, -2.901615
-2.911672, 981, 100.102041, -2.902102
-2.911650, 981, 100.000000, -2.902080
-2.911628, 981, 100.000000, -2.902058
-2.911607, 982, 100.101937, -2.902546
-2.911584, 979, 99.694501, -2.900996
-2.911556, 976, 99.693565, -2.899437
-2.911527, 974, 99.795082, -2.898384
-2.911507, 983, 100.924025, -2.902953
-2.911481, 977, 99.389624, -2.899873
-2.911459, 980, 100.307062, -2.901380
-2.911443, 986, 100.612245, -2.904409
-2.911427, 986, 100.000000, -2.904394
-2.911406, 981, 99.492901, -2.901836
-2.911387, 983, 100.203874, -2.902833
-2.911382, 995, 101.220753, -2.908881
-2.911366, 986, 99.095477, -2.904332
-2.911353, 988, 100.202840, -2.905330
-2.911338, 987, 99.898785, -2.904810
-2.911331, 993, 100.607903, -2.907826
-2.911317, 987, 99.395770, -2.904788
-2.911309, 993, 100.607903, -2.907804
-2.911301, 993, 100.000000, -2.907797
-2.911293, 992, 99.899295, -2.907285
-2.911276, 985, 99.294355, -2.903736
-2.911261, 986, 100.101523, -2.904227
-2.911241, 982, 99.594320, -2.902179
-2.911225, 985, 100.305499, -2.903685
-2.911210, 986, 100.101523, -2.904176
-2.911191, 982, 99.594320, -2.902128
-2.911175, 986, 100.407332, -2.904141
-2.911162, 987, 100.101420, -2.904633
-2.911135, 975, 98.784195, -2.898503
-2.911103, 971, 99.589744, -2.896420
-2.911080, 978, 100.720906, -2.899981
-2.911062, 983, 100.511247, -2.902507
-2.911044, 983, 100.000000, -2.902489
-2.911030, 987, 100.406918, -2.904501
-2.911014, 985, 99.797366, -2.903473
-2.910995, 982, 99.695431, -2.901932
-2.910984, 990, 100.814664, -2.905970
-2.910974, 990, 100.000000, -2.905959
-2.910968, 994, 100.404040, -2.907965
-2.910966, 998, 100.402414, -2.909967
-2.910960, 995, 99.699399, -2.908459
-2.910958, 998, 100.301508, -2.909959
-2.910961, 1003, 100.501002, -2.912456
-2.910959, 998, 99.501496, -2.909960
-2.910962, 1003, 100.501002, -2.912457
-2.910971, 1008, 100.498504, -2.914946
-2.910975, 1004, 99.603175, -2.912967
-2.910977, 1002, 99.800797, -2.911974
-2.910985, 1008, 100.598802, -2.914961
-2.910995, 1010, 100.198413, -2.915960
-2.911004, 1009, 99.900990, -2.915475
-2.911020, 1016, 100.693756, -2.918941
-2.911035, 1015, 99.901575, -2.918464
-2.911049, 1014, 99.901478, -2.917987
-2.911061, 1012, 99.802761, -2.917014
-2.911082, 1021, 100.889328, -2.921453
-2.911103, 1021, 100.000000, -2.921473
-2.911121, 1018, 99.706170, -2.920023
-2.911133, 1012, 99.410609, -2.917085
-2.911148, 1015, 100.296443, -2.918577
-2.911162, 1014, 99.901478, -2.918099
-2.911178, 1017, 100.295858, -2.919590
-2.911193, 1015, 99.803343, -2.918623
-2.911206, 1013, 99.802956, -2.917651
-2.911220, 1014, 100.098717, -2.918157
-2.911240, 1021, 100.690335, -2.921611
-2.911258, 1018, 99.706170, -2.920160
-2.911268, 1011, 99.312377, -2.916728
-2.911281, 1013, 100.197824, -2.917727
-2.911303, 1023, 100.987167, -2.922651
-2.911324, 1021, 99.804497, -2.921695
-2.911344, 1021, 100.000000, -2.921715
-2.911367, 1024, 100.293830, -2.923202
-2.911390, 1024, 100.000000, -2.923225
-2.911403, 1014, 99.023438, -2.918341
-2.911409, 1006, 99.211045, -2.914395
-2.911417, 1008, 100.198807, -2.915393
-2.911418, 1001, 99.305556, -2.911917
-2.911421, 1003, 100.199800, -2.912916
-2.911422, 1001, 99.800598, -2.911921
-2.911429, 1008, 100.699301, -2.915406
-2.911444, 1015, 100.694444, -2.918874
-2.911455, 1012, 99.704433, -2.917408
-2.911468, 1014, 100.197628, -2.918406
-2.911475, 1007, 99.309665, -2.914956
-2.911481, 1007, 100.000000, -2.914963
-2.911486, 1005, 99.801390, -2.913975
-2.911495, 1009, 100.398010, -2.915966
-2.911498, 1003, 99.405352, -2.912992
-2.911500, 1003, 100.000000, -2.912995
-2.911498, 998, 99.501496, -2.910499
-2.911490, 991, 99.298597, -2.906978
-2.911478, 987, 99.596367, -2.904947
-2.911478, 1000, 101.317123, -2.911478
-2.911479, 1001, 100.100000, -2.911977
-2.911479, 1000, 99.900100, -2.911479
-2.911489, 1011, 101.100000, -2.916949
-2.911495, 1007, 99.604352, -2.914977
-2.911505, 1011, 100.397219, -2.916965
-2.911515, 1010, 99.901088, -2.916481
-2.911527, 1013, 100.297030, -2.917973
-2.911541, 1016, 100.296150, -2.919463
-2.911549, 1009, 99.311024, -2.916021
-2.911563, 1015, 100.594648, -2.918994
-2.911575, 1013, 99.802956, -2.918021
-2.911586, 1012, 99.901283, -2.917539
-2.911592, 1007, 99.505929, -2.915074
-2.911590, 998, 99.106256, -2.910591
-2.911586, 995, 99.699399, -2.909084
-2.911582, 996, 100.100503, -2.909582
-2.911573, 990, 99.397590, -2.906557
-2.911561, 987, 99.696970, -2.905030
-2.911547, 984, 99.696049, -2.903496
-2.911524, 975, 99.085366, -2.898888
-2.911503, 977, 100.205128, -2.899889
-2.911480, 975, 99.795292, -2.898844
-2.911453, 970, 99.487179, -2.896251
-2.911427, 972, 100.206186, -2.897253
-2.911398, 968, 99.588477, -2.895166
-2.911376, 975, 100.723140, -2.898740
-2.911357, 979, 100.410256, -2.900764
-2.911336, 977, 99.795710, -2.899723
-2.911316, 977, 100.000000, -2.899702
-2.911294, 976, 99.897646, -2.899169
-2.911273, 976, 100.000000, -2.899148
-2.911255, 980, 100.409836, -2.901171
-2.911238, 981, 100.102041, -2.901664
-2.911224, 984, 100.305810, -2.903173
-2.911219, 994, 101.016260, -2.908215
-2.911213, 994, 100.000000, -2.908210
-2.911219, 1007, 101.307847, -2.914701
-2.911230, 1012, 100.496524, -2.917184
-2.911243, 1015, 100.296443, -2.918674
-2.911254, 1013, 99.802956, -2.917701
-2.911269, 1017, 100.394867, -2.919683
-2.911281, 1014, 99.705015, -2.918220
-2.911297, 1019, 100.493097, -2.920692
-2.911308, 1013, 99.411187, -2.917755
-2.911318, 1011, 99.802567, -2.916778
-2.911329, 1013, 100.197824, -2.917776
-2.911337, 1010, 99.703850, -2.916304
-2.911346, 1010, 100.000000, -2.916312
-2.911350, 1005, 99.504950, -2.913840
-2.911352, 1002, 99.701493, -2.912349
-2.911363, 1013, 101.097804, -2.917810
-2.911373, 1012, 99.901283, -2.917327
-2.911376, 1004, 99.209486, -2.913369
-2.911382, 1007, 100.298805, -2.914864
-2.911390, 1009, 100.198610, -2.915862
-2.911402, 1015, 100.594648, -2.918834
-2.911413, 1013, 99.802956, -2.917861
-2.911420, 1008, 99.506417, -2.915397
-2.911425, 1006, 99.801587, -2.914411
-2.911435, 1012, 100.596421, -2.917389
-2.911441, 1007, 99.505929, -2.914923
-2.911445, 1005, 99.801390, -2.913935
-2.911450, 1006, 100.099502, -2.914436
-2.911448, 997, 99.105368, -2.909948
-2.911450, 1003, 100.601805, -2.912945
-2.911444, 993, 99.002991, -2.907938
-2.911439, 994, 100.100705, -2.908435
-2.911431, 990, 99.597586, -2.906414
-2.911425, 993, 100.303030, -2.907919
-2.911418, 991, 99.798590, -2.906905
-2.911411, 992, 100.100908, -2.907402
-2.911403, 990, 99.798387, -2.906386
-2.911396, 992, 100.202020, -2.907387
-2.911404, 1009, 101.713710, -2.915876
-2.911415, 1014, 100.495540, -2.918355
-2.911422, 1009, 99.506903, -2.915895
-2.911436, 1017, 100.792864, -2.919851
-2.911459, 1028, 101.081613, -2.925244
-2.911478, 1024, 99.610895, -2.923317
-2.911500, 1028, 100.390625, -2.925285
-2.911527, 1034, 100.583658, -2.928218
-2.911551, 1030, 99.613153, -2.926307
-2.911578, 1034, 100.388350, -2.928269
-2.911605, 1034, 100.000000, -2.928296
-2.911628, 1028, 99.419729, -2.925413
-2.911653, 1032, 100.389105, -2.927377
-2.911674, 1026, 99.418605, -2.924487
-2.911697, 1029, 100.292398, -2.925967
-2.911725, 1036, 100.680272, -2.929380
-2.911754, 1037, 100.096525, -2.929891
-2.911775, 1026, 98.939248, -2.924588
-2.911791, 1021, 99.512671, -2.922166
-2.911808, 1021, 100.000000, -2.922182
-2.911830, 1028, 100.685602, -2.925615
-2.911853, 1030, 100.194553, -2.926609
-2.911875, 1028, 99.805825, -2.925661
-2.911891, 1020, 99.221790, -2.921776
-2.911902, 1014, 99.411765, -2.918842
-2.911908, 1008, 99.408284, -2.915886
-2.911910, 1003, 99.503968, -2.913406
-2.911920, 1013, 100.997009, -2.918368
-2.911931, 1014, 100.098717, -2.918872
-2.911941, 1013, 99.901381, -2.918389
-2.911954, 1016, 100.296150, -2.919878
-2.911966, 1015, 99.901575, -2.919398
-2.911975, 1012, 99.704433, -2.917930
-2.911984, 1012, 100.000000, -2.917939
-2.911997, 1017, 100.494071, -2.920413
-2.912002, 1006, 98.918387, -2.914988
-2.912011, 1012, 100.596421, -2.917966
-2.912020, 1011, 99.901186, -2.917481
-2.912036, 1022, 101.088032, -2.922900
-2.912056, 1026, 100.391389, -2.924870
