its, t_max, delta_t, its_eq, -, -, -, -
520660.173506, 55.531391, 520715.704897, 8053132.242207, 15734402.131823, 3399638.256585, 6640576.387563, 4.030000
536159.440662, 37.828721, 536197.269383, 8300091.614382, 16202791.523973, 3503849.395750, 6838605.849005, 4.030000
554781.161476, 89.861480, 554871.022957, 8549075.442654, 16765541.775636, 3608871.243441, 7074592.217267, 4.030000
564996.523200, 40.347782, 565036.870982, 8792651.887751, 17074251.021055, 3711617.540989, 7204991.657596, 4.030000
573245.995161, 50.990327, 573296.985487, 9029621.304277, 17323550.882681, 3811589.527110, 7310609.041376, 4.030000
593553.230885, 27.852283, 593581.083168, 9270367.689628, 17937237.562266, 3913151.114816, 7569368.272200, 4.030000
611955.714213, 101.986667, 612057.700880, 9513078.077673, 18493362.435344, 4015542.152470, 7804010.545688, 4.030000
627612.674312, 59.008471, 627671.682783, 9755473.955781, 18966517.323872, 4117811.500099, 8004046.709990, 4.030000
646082.071123, 11.357239, 646093.428362, 9999703.715113, 19524664.329052, 4220867.281988, 8240042.775651, 4.030000
668030.412802, 28.598560, 668059.011362, 10248197.414586, 20187945.393513, 4325702.905586, 8519127.849507, 4.030000
694498.237309, 44.615104, 694542.852413, 10503902.373232, 20987805.677709, 4433610.081759, 8857804.304873, 4.030000
718139.853311, 62.333075, 718202.186386, 10764329.240373, 21702257.660296, 4543468.174417, 9157508.066024, 4.030000
735543.732273, 80.179390, 735623.911664, 11024871.862417, 22228204.610310, 4653385.716289, 9379840.016788, 4.030000
751648.157498, 70.246617, 751718.404114, 11284649.864127, 22714881.939355, 4762961.828692, 9584310.774457, 4.030000
770666.722902, 93.864863, 770760.587765, 11545627.581732, 23289624.873951, 4873052.759845, 9827144.661731, 4.030000
790987.425708, 95.473581, 791082.899289, 11808565.687016, 23903718.530079, 4983979.849210, 10086625.960003, 4.030000
813328.628123, 60.958372, 813389.586495, 12074613.732807, 24578871.884984, 5096216.293897, 10371329.194148, 4.030000
829035.920628, 69.161749, 829105.082377, 12339489.938746, 25053547.823824, 5207975.933943, 10572438.656155, 4.030000
851081.218075, 58.743657, 851139.961732, 12607095.317995, 25719758.901203, 5320872.977341, 10852828.103874, 4.030000
884212.269578, 45.425200, 884257.694778, 12883838.205224, 26720982.566699, 5437635.251491, 11275748.958975, 4.030000
910837.149364, 56.346410, 910893.495774, 13165410.337374, 27525589.077029, 5556399.788860, 11613391.194703, 4.030000
946366.558631, 46.574049, 946413.132681, 13456615.639542, 28599291.352251, 5679272.456161, 12068651.155777, 4.030000
986888.473896, 60.935344, 986949.409240, 13759712.899076, 29823867.654360, 5807137.196121, 12583968.414023, 4.030000
1008843.762434, 94.481725, 1008938.244159, 14063851.912794, 30487358.653593, 5935435.798502, 12863560.327069, 4.030000
1026938.197853, 54.428121, 1026992.625973, 14366893.383785, 31034174.288266, 6063286.783457, 13095090.955958, 4.030000
1039483.919567, 66.902627, 1039550.822194, 14665953.276068, 31413307.243958, 6189468.047195, 13255618.816518, 4.030000
1054375.358604, 57.207445, 1054432.566049, 14962459.736998, 31863328.010002, 6314567.039891, 13445209.623588, 4.030000
1076683.081042, 63.637251, 1076746.718293, 15260341.260043, 32537469.596654, 6440237.797274, 13729141.725493, 4.030000
1096538.425341, 29.654175, 1096568.079516, 15558293.906918, 33137500.072519, 6565953.578922, 13983184.696163, 4.030000
1120441.098953, 73.542566, 1120514.641519, 15858319.273067, 33859841.242003, 6692521.603358, 14286603.069478, 4.030000
1141117.695651, 51.259130, 1141168.954782, 16158744.608129, 34484690.046894, 6819242.316395, 14549205.811659, 4.030000
1157722.123370, 58.639886, 1157780.763256, 16457597.511189, 34986477.500966, 6945329.938709, 14762762.522171, 4.030000
1167125.912668, 51.293607, 1167177.206275, 16751551.627376, 35270660.947114, 7069345.415120, 14882320.429012, 4.030000
1171335.262515, 77.844819, 1171413.107333, 17038418.031837, 35397867.917351, 7190365.612386, 14935658.237434, 4.030000
1185601.247321, 73.409571, 1185674.656891, 17323123.628240, 35828987.394437, 7310504.385981, 15119524.669634, 4.030000
1206724.930367, 130.783001, 1206855.713368, 17608858.308313, 36467347.193148, 7431043.463314, 15386622.567287, 4.030000
1229094.622246, 96.217899, 1229190.840145, 17896130.414110, 37143361.502497, 7552230.083465, 15671733.633607, 4.030000
1256708.025133, 43.762981, 1256751.788114, 18187169.702008, 37977841.279040, 7675018.573920, 16024635.924853, 4.030000
1283831.530492, 40.923742, 1283872.454234, 18481603.224889, 38797516.303687, 7799255.102669, 16371575.586360, 4.030000
1298596.392886, 58.803143, 1298655.196028, 18774027.290890, 39243711.911000, 7922617.318971, 16557972.460122, 4.030000
1327984.211077, 62.848914, 1328047.059991, 19070663.227047, 40131814.694205, 8047773.390780, 16933854.489189, 4.030000
1351720.232330, 45.578910, 1351765.811240, 19368998.246031, 40849119.612867, 8173629.230332, 17235249.678102, 4.030000
1354867.024161, 94.777870, 1354961.802030, 19660555.242360, 40944215.974379, 8296617.025509, 17274726.073417, 4.030000
1361249.533085, 69.396995, 1361318.930080, 19946909.119498, 41137096.027702, 8417447.061355, 17358869.713978, 4.030000
1370134.184481, 55.914332, 1370190.098814, 20229260.197859, 41405591.074923, 8536570.370380, 17470818.547247, 4.030000
1384963.373511, 43.459238, 1385006.832749, 20510097.476323, 41853730.639569, 8655067.212270, 17660827.195900, 4.030000
1415912.062181, 24.483758, 1415936.545939, 20795724.471288, 42789003.083592, 8775567.560503, 18054094.374441, 4.030000
1455717.294443, 76.653901, 1455793.948344, 21089347.214110, 43991921.154202, 8899434.591278, 18561062.991707, 4.030000
1478694.865082, 89.432047, 1478784.297129, 21384309.194183, 44686305.620021, 9023873.259593, 18854528.056476, 4.030000
1493932.615466, 66.657550, 1493999.273016, 21677673.178815, 45146791.949356, 9147638.017660, 19048818.663032, 4.030000
1515720.453028, 95.025203, 1515815.478231, 21971911.585945, 45805222.563457, 9271762.122850, 19325814.643301, 4.030000
1531898.323485, 63.757410, 1531962.080894, 22264950.234484, 46294119.414713, 9395385.297534, 19532485.621567, 4.030000
1538604.214169, 77.952938, 1538682.167108, 22553424.304275, 46496772.096935, 9517098.764833, 19619316.550665, 4.030000
1550448.410285, 43.477586, 1550491.887870, 22839321.722806, 46854704.879370, 9637722.186351, 19770089.593850, 4.030000
1565246.755456, 31.919423, 1565278.674879, 23123770.450908, 47301912.339549, 9757724.987011, 19957963.043149, 4.030000
1582487.684054, 78.606276, 1582566.290330, 23407668.893005, 47822934.913385, 9877485.240191, 20176867.013629, 4.030000
1604466.402217, 14.844257, 1604481.246474, 23692662.814200, 48487133.958200, 9997723.149120, 20458421.225955, 4.030000
1621868.966047, 47.322656, 1621916.288703, 23977161.447353, 49013041.164776, 10117746.994984, 20679845.431029, 4.030000
1631496.962144, 50.730155, 1631547.692300, 24258570.766412, 49304000.162645, 10236477.357706, 20803479.639919, 4.030000
1631600.359864, 111.510808, 1631711.870672, 24533829.602517, 49307124.852003, 10352597.537735, 20803413.740357, 4.030000
1639949.134637, 81.864233, 1640030.998870, 24805846.950908, 49559425.654481, 10467368.586035, 20911533.981346, 4.030000
1650838.154465, 66.890160, 1650905.044625, 25075552.821486, 49888492.914680, 10581155.734337, 21049573.378126, 4.030000
1662113.878887, 62.882001, 1662176.760888, 25343145.306642, 50229246.426107, 10694051.935937, 21193398.684779, 4.030000
1680851.200978, 40.344588, 1680891.545566, 25611064.726149, 50795490.159843, 10807086.683123, 21432352.918584, 4.030000
1703270.995924, 49.712831, 1703320.708755, 25880460.078885, 51473018.588835, 10920754.384358, 21719186.001634, 4.030000
1718227.021659, 46.912774, 1718273.934433, 26148960.399426, 51924991.171314, 11034026.831144, 21908181.722613, 4.030000
1723537.738867, 68.548443, 1723606.287310, 26413618.778744, 52085481.572547, 11145696.309501, 21977635.710204, 4.030000
1723270.193513, 11.481965, 1723281.675478, 26672848.854972, 52077396.325378, 11255060.069702, 21972708.569360, 4.030000
1750315.407194, 77.577263, 1750392.984457, 26935067.420100, 52894705.367740, 11365686.232430, 22317676.342495, 4.030000
